season,date,playoff,neutral,status,team1,team2,team1_abbr,team2_abbr,team1_pregame_rating,team2_pregame_rating,team1_winprob,team2_winprob,team1_score,team2_score,team1_postgame_rating,team2_postgame_rating,is_home,gm_no1,gm_no2,win1,EloDiff1,mov_mult1,elo_shift1
1999,1999-07-25,0,0,post,Las Vegas Aces,Washington Mystics,LVA,WAS,1363.505179,1298.42206,0.697446053,0.302553947,73,61,1372.337656,1289.589582,1,NA,NA,NA,NA,NA,NA
1999,1999-07-25,0,0,post,New York Liberty,Charlotte Sting,NYL,CHA,1507.198175,1441.569616,0.698108189,0.301891811,69,75,1490.089816,1458.677975,1,NA,NA,NA,NA,NA,NA
1999,1999-07-25,0,0,post,Washington Mystics,Las Vegas Aces,WAS,LVA,1298.42206,1363.505179,0.302553947,0.697446053,61,73,1289.589582,1372.337656,0,NA,NA,NA,NA,NA,NA
1999,1999-07-25,0,0,post,Charlotte Sting,New York Liberty,CHA,NYL,1441.569616,1507.198175,0.301891811,0.698108189,75,69,1458.677975,1490.089816,0,NA,NA,NA,NA,NA,NA
1999,1999-07-26,0,0,post,Sacramento Monarchs,Minnesota Lynx,SAC,MIN,1525.044546,1407.043166,0.757640634,0.242359366,59,61,1512.865007,1419.222706,1,NA,NA,NA,NA,NA,NA
1999,1999-07-26,0,0,post,Houston Comets,Dallas Wings,HOU,DAL,1622.813493,1444.298158,0.815798015,0.184201985,85,46,1634.146647,1432.965004,1,NA,NA,NA,NA,NA,NA
1999,1999-07-26,0,0,post,Phoenix Mercury,Las Vegas Aces,PHO,LVA,1479.397556,1372.337656,0.745888569,0.254111431,86,73,1486.980748,1364.754463,1,NA,NA,NA,NA,NA,NA
1999,1999-07-26,0,0,post,Los Angeles Sparks,Connecticut Sun,LAS,CON,1552.817007,1384.631915,0.806693726,0.193306274,81,60,1560.470439,1376.978482,1,NA,NA,NA,NA,NA,NA
1999,1999-07-26,0,0,post,Minnesota Lynx,Sacramento Monarchs,MIN,SAC,1407.043166,1525.044546,0.242359366,0.757640634,61,59,1419.222706,1512.865007,0,NA,NA,NA,NA,NA,NA
1999,1999-07-26,0,0,post,Dallas Wings,Houston Comets,DAL,HOU,1444.298158,1622.813493,0.184201985,0.815798015,46,85,1432.965004,1634.146647,0,NA,NA,NA,NA,NA,NA
1999,1999-07-26,0,0,post,Las Vegas Aces,Phoenix Mercury,LVA,PHO,1372.337656,1479.397556,0.254111431,0.745888569,73,86,1364.754463,1486.980748,0,NA,NA,NA,NA,NA,NA
1999,1999-07-26,0,0,post,Connecticut Sun,Los Angeles Sparks,CON,LAS,1384.631915,1552.817007,0.193306274,0.806693726,60,81,1376.978482,1560.470439,0,NA,NA,NA,NA,NA,NA
1999,1999-07-27,0,0,post,Charlotte Sting,Dallas Wings,CHA,DAL,1458.677975,1432.965004,0.647606035,0.352393965,84,65,1473.059523,1418.583456,1,NA,NA,NA,NA,NA,NA
1999,1999-07-27,0,0,post,Dallas Wings,Charlotte Sting,DAL,CHA,1432.965004,1458.677975,0.352393965,0.647606035,65,84,1418.583456,1473.059523,0,NA,NA,NA,NA,NA,NA
1999,1999-07-28,0,0,post,Connecticut Sun,New York Liberty,CON,NYL,1376.978482,1490.089816,0.452492701,0.547507299,65,73,1365.77203,1501.296269,1,NA,NA,NA,NA,NA,NA
1999,1999-07-28,0,0,post,Sacramento Monarchs,Washington Mystics,SAC,WAS,1512.865007,1289.589582,0.851421476,0.148578524,70,54,1517.571714,1284.882875,1,NA,NA,NA,NA,NA,NA
1999,1999-07-28,0,0,post,Phoenix Mercury,Minnesota Lynx,PHO,MIN,1486.980748,1419.222706,0.700685371,0.299314629,79,46,1504.549655,1401.653799,1,NA,NA,NA,NA,NA,NA
1999,1999-07-28,0,0,post,Cleveland Rockers,Houston Comets,CLE,HOU,1373.25913,1634.146647,0.260904586,0.739095414,65,71,1368.324245,1639.081532,1,NA,NA,NA,NA,NA,NA
1999,1999-07-28,0,0,post,New York Liberty,Connecticut Sun,NYL,CON,1490.089816,1376.978482,0.547507299,0.452492701,73,65,1501.296269,1365.77203,0,NA,NA,NA,NA,NA,NA
1999,1999-07-28,0,0,post,Washington Mystics,Sacramento Monarchs,WAS,SAC,1289.589582,1512.865007,0.148578524,0.851421476,54,70,1284.882875,1517.571714,0,NA,NA,NA,NA,NA,NA
1999,1999-07-28,0,0,post,Minnesota Lynx,Phoenix Mercury,MIN,PHO,1419.222706,1486.980748,0.299314629,0.700685371,46,79,1401.653799,1504.549655,0,NA,NA,NA,NA,NA,NA
1999,1999-07-28,0,0,post,Houston Comets,Cleveland Rockers,HOU,CLE,1634.146647,1373.25913,0.739095414,0.260904586,71,65,1639.081532,1368.324245,0,NA,NA,NA,NA,NA,NA
1999,1999-07-29,0,0,post,Los Angeles Sparks,Las Vegas Aces,LAS,LVA,1560.470439,1364.754463,0.830214573,0.169785427,87,77,1564.512364,1360.712539,1,NA,NA,NA,NA,NA,NA
1999,1999-07-29,0,0,post,Charlotte Sting,New York Liberty,CHA,NYL,1473.059523,1501.296269,0.573946984,0.426053016,62,58,1480.304163,1494.051628,1,NA,NA,NA,NA,NA,NA
1999,1999-07-29,0,0,post,Las Vegas Aces,Los Angeles Sparks,LVA,LAS,1364.754463,1560.470439,0.169785427,0.830214573,77,87,1360.712539,1564.512364,0,NA,NA,NA,NA,NA,NA
1999,1999-07-29,0,0,post,New York Liberty,Charlotte Sting,NYL,CHA,1501.296269,1473.059523,0.426053016,0.573946984,58,62,1494.051628,1480.304163,0,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Dallas Wings,Cleveland Rockers,DAL,CLE,1418.583456,1368.324245,0.679142156,0.320857844,53,55,1408.3263240000001,1378.581378,1,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Las Vegas Aces,Sacramento Monarchs,LVA,SAC,1360.712539,1517.571714,0.391160439,0.608839561,63,59,1372.200367,1506.083886,1,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Minnesota Lynx,Charlotte Sting,MIN,CHA,1401.653799,1480.304163,0.501942273,0.498057727,52,56,1392.755682,1489.202281,1,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Los Angeles Sparks,Washington Mystics,LAS,WAS,1564.512364,1284.882875,0.887972237,0.112027763,81,64,1568.08041,1281.314828,1,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Houston Comets,Phoenix Mercury,HOU,PHO,1639.081532,1504.549655,0.774682851,0.225317149,77,70,1643.611574,1500.019613,1,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Cleveland Rockers,Dallas Wings,CLE,DAL,1368.324245,1418.583456,0.320857844,0.679142156,55,53,1378.581378,1408.3263240000001,0,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Sacramento Monarchs,Las Vegas Aces,SAC,LVA,1517.571714,1360.712539,0.608839561,0.391160439,59,63,1506.083886,1372.200367,0,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Charlotte Sting,Minnesota Lynx,CHA,MIN,1480.304163,1401.653799,0.498057727,0.501942273,56,52,1489.202281,1392.755682,0,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Washington Mystics,Los Angeles Sparks,WAS,LAS,1284.882875,1564.512364,0.112027763,0.887972237,64,81,1281.314828,1568.08041,0,NA,NA,NA,NA,NA,NA
1999,1999-07-30,0,0,post,Phoenix Mercury,Houston Comets,PHO,HOU,1504.549655,1639.081532,0.225317149,0.774682851,70,77,1500.019613,1643.611574,0,NA,NA,NA,NA,NA,NA
1999,1999-07-31,0,0,post,New York Liberty,Connecticut Sun,NYL,CON,1494.051628,1365.77203,0.768338609,0.231661391,74,61,1500.864271,1358.959387,1,NA,NA,NA,NA,NA,NA
1999,1999-07-31,0,0,post,Connecticut Sun,New York Liberty,CON,NYL,1365.77203,1494.051628,0.231661391,0.768338609,61,74,1358.959387,1500.864271,0,NA,NA,NA,NA,NA,NA
1999,1999-08-01,0,0,post,Charlotte Sting,Cleveland Rockers,CHA,CLE,1489.202281,1378.581378,0.749754264,0.250245736,62,56,1493.903579,1373.88008,1,NA,NA,NA,NA,NA,NA
1999,1999-08-01,0,0,post,Minnesota Lynx,Phoenix Mercury,MIN,PHO,1392.755682,1500.019613,0.460844388,0.539155612,73,56,1415.361081,1477.414213,1,NA,NA,NA,NA,NA,NA
1999,1999-08-01,0,0,post,Houston Comets,Sacramento Monarchs,HOU,SAC,1643.611574,1506.083886,0.777678735,0.222321265,75,70,1647.342988,1502.352472,1,NA,NA,NA,NA,NA,NA
1999,1999-08-01,0,0,post,Dallas Wings,Washington Mystics,DAL,WAS,1408.3263240000001,1281.314828,0.767036743,0.232963257,70,75,1390.21228,1299.428872,1,NA,NA,NA,NA,NA,NA
1999,1999-08-01,0,0,post,Cleveland Rockers,Charlotte Sting,CLE,CHA,1378.581378,1489.202281,0.250245736,0.749754264,56,62,1373.88008,1493.903579,0,NA,NA,NA,NA,NA,NA
1999,1999-08-01,0,0,post,Phoenix Mercury,Minnesota Lynx,PHO,MIN,1500.019613,1392.755682,0.539155612,0.460844388,56,73,1477.414213,1415.361081,0,NA,NA,NA,NA,NA,NA
1999,1999-08-01,0,0,post,Sacramento Monarchs,Houston Comets,SAC,HOU,1506.083886,1643.611574,0.222321265,0.777678735,70,75,1502.352472,1647.342988,0,NA,NA,NA,NA,NA,NA
1999,1999-08-01,0,0,post,Washington Mystics,Dallas Wings,WAS,DAL,1281.314828,1408.3263240000001,0.232963257,0.767036743,75,70,1299.428872,1390.21228,0,NA,NA,NA,NA,NA,NA
1999,1999-08-02,0,0,post,Las Vegas Aces,New York Liberty,LVA,NYL,1372.200367,1500.864271,0.430421427,0.569578573,59,61,1366.595312,1506.469327,1,NA,NA,NA,NA,NA,NA
1999,1999-08-02,0,0,post,New York Liberty,Las Vegas Aces,NYL,LVA,1500.864271,1372.200367,0.569578573,0.430421427,61,59,1506.469327,1366.595312,0,NA,NA,NA,NA,NA,NA
1999,1999-08-03,0,0,post,Dallas Wings,Minnesota Lynx,DAL,MIN,1390.21228,1415.361081,0.578287874,0.421712126,59,56,1396.536149,1409.037212,1,NA,NA,NA,NA,NA,NA
1999,1999-08-03,0,0,post,Connecticut Sun,Cleveland Rockers,CON,CLE,1358.959387,1373.88008,0.592576454,0.407423546,70,62,1368.804373,1364.035094,1,NA,NA,NA,NA,NA,NA
1999,1999-08-03,0,0,post,Charlotte Sting,Sacramento Monarchs,CHA,SAC,1493.903579,1502.352472,0.601538888,0.398461112,62,68,1480.088488,1516.167563,1,NA,NA,NA,NA,NA,NA
1999,1999-08-03,0,0,post,Minnesota Lynx,Dallas Wings,MIN,DAL,1415.361081,1390.21228,0.421712126,0.578287874,56,59,1409.037212,1396.536149,0,NA,NA,NA,NA,NA,NA
1999,1999-08-03,0,0,post,Cleveland Rockers,Connecticut Sun,CLE,CON,1373.88008,1358.959387,0.407423546,0.592576454,62,70,1364.035094,1368.804373,0,NA,NA,NA,NA,NA,NA
1999,1999-08-03,0,0,post,Sacramento Monarchs,Charlotte Sting,SAC,CHA,1502.352472,1493.903579,0.398461112,0.601538888,68,62,1516.167563,1480.088488,0,NA,NA,NA,NA,NA,NA
1999,1999-08-04,0,0,post,Las Vegas Aces,Los Angeles Sparks,LVA,LAS,1366.595312,1568.08041,0.331962024,0.668037976,81,75,1382.616497,1552.059225,1,NA,NA,NA,NA,NA,NA
1999,1999-08-04,0,0,post,Washington Mystics,Connecticut Sun,WAS,CON,1299.428872,1368.804373,0.515285119,0.484714881,72,68,1307.939974,1360.29327,1,NA,NA,NA,NA,NA,NA
1999,1999-08-04,0,0,post,Los Angeles Sparks,Las Vegas Aces,LAS,LVA,1568.08041,1366.595312,0.668037976,0.331962024,75,81,1552.059225,1382.616497,0,NA,NA,NA,NA,NA,NA
1999,1999-08-04,0,0,post,Connecticut Sun,Washington Mystics,CON,WAS,1368.804373,1299.428872,0.484714881,0.515285119,68,72,1360.29327,1307.939974,0,NA,NA,NA,NA,NA,NA
1999,1999-08-05,0,0,post,Houston Comets,Charlotte Sting,HOU,CHA,1647.342988,1480.088488,0.805857002,0.194142998,81,51,1657.266012,1470.165464,1,NA,NA,NA,NA,NA,NA
1999,1999-08-05,0,0,post,Sacramento Monarchs,Dallas Wings,SAC,DAL,1516.167563,1396.536149,0.759359427,0.240640573,71,58,1523.286482,1389.41723,1,NA,NA,NA,NA,NA,NA
1999,1999-08-05,0,0,post,Phoenix Mercury,New York Liberty,PHO,NYL,1477.414213,1506.469327,0.57279462,0.42720538,68,55,1491.49674,1492.3868,1,NA,NA,NA,NA,NA,NA
1999,1999-08-05,0,0,post,Minnesota Lynx,Los Angeles Sparks,MIN,LAS,1409.037212,1552.059225,0.410285837,0.589714163,59,77,1392.380214,1568.716223,1,NA,NA,NA,NA,NA,NA
1999,1999-08-05,0,0,post,Charlotte Sting,Houston Comets,CHA,HOU,1480.088488,1647.342988,0.194142998,0.805857002,51,81,1470.165464,1657.266012,0,NA,NA,NA,NA,NA,NA
1999,1999-08-05,0,0,post,Dallas Wings,Sacramento Monarchs,DAL,SAC,1396.536149,1516.167563,0.240640573,0.759359427,58,71,1389.41723,1523.286482,0,NA,NA,NA,NA,NA,NA
1999,1999-08-05,0,0,post,New York Liberty,Phoenix Mercury,NYL,PHO,1506.469327,1477.414213,0.42720538,0.57279462,55,68,1492.3868,1491.49674,0,NA,NA,NA,NA,NA,NA
1999,1999-08-05,0,0,post,Los Angeles Sparks,Minnesota Lynx,LAS,MIN,1552.059225,1409.037212,0.589714163,0.410285837,77,59,1568.716223,1392.380214,0,NA,NA,NA,NA,NA,NA
1999,1999-08-06,0,0,post,Cleveland Rockers,Washington Mystics,CLE,WAS,1364.035094,1307.939974,0.686418129,0.313581871,62,63,1355.317524,1316.657544,1,NA,NA,NA,NA,NA,NA
1999,1999-08-06,0,0,post,Las Vegas Aces,Minnesota Lynx,LVA,MIN,1382.616497,1392.380214,0.599723353,0.400276647,80,70,1393.628594,1381.368116,1,NA,NA,NA,NA,NA,NA
1999,1999-08-06,0,0,post,Sacramento Monarchs,Phoenix Mercury,SAC,PHO,1523.286482,1491.49674,0.655547255,0.344452745,71,60,1533.03478,1481.748442,1,NA,NA,NA,NA,NA,NA
1999,1999-08-06,0,0,post,Charlotte Sting,Connecticut Sun,CHA,CON,1470.165464,1360.29327,0.748944755,0.251055245,64,60,1474.02496,1356.433774,1,NA,NA,NA,NA,NA,NA
1999,1999-08-06,0,0,post,Washington Mystics,Cleveland Rockers,WAS,CLE,1307.939974,1364.035094,0.313581871,0.686418129,63,62,1316.657544,1355.317524,0,NA,NA,NA,NA,NA,NA
1999,1999-08-06,0,0,post,Minnesota Lynx,Las Vegas Aces,MIN,LVA,1392.380214,1382.616497,0.400276647,0.599723353,70,80,1381.368116,1393.628594,0,NA,NA,NA,NA,NA,NA
1999,1999-08-06,0,0,post,Phoenix Mercury,Sacramento Monarchs,PHO,SAC,1491.49674,1523.286482,0.344452745,0.655547255,60,71,1481.748442,1533.03478,0,NA,NA,NA,NA,NA,NA
1999,1999-08-06,0,0,post,Connecticut Sun,Charlotte Sting,CON,CHA,1360.29327,1470.165464,0.251055245,0.748944755,60,64,1356.433774,1474.02496,0,NA,NA,NA,NA,NA,NA
1999,1999-08-07,0,0,post,Washington Mystics,Cleveland Rockers,WAS,CLE,1316.657544,1355.317524,0.55921389,0.44078611,80,45,1345.900478,1326.07459,1,NA,NA,NA,NA,NA,NA
1999,1999-08-07,0,0,post,New York Liberty,Houston Comets,NYL,HOU,1492.3868,1657.266012,0.38022248,0.61977752,74,71,1502.795408,1646.857404,1,NA,NA,NA,NA,NA,NA
1999,1999-08-07,0,0,post,Cleveland Rockers,Washington Mystics,CLE,WAS,1355.317524,1316.657544,0.44078611,0.55921389,45,80,1326.07459,1345.900478,0,NA,NA,NA,NA,NA,NA
1999,1999-08-07,0,0,post,Houston Comets,New York Liberty,HOU,NYL,1657.266012,1492.3868,0.61977752,0.38022248,71,74,1646.857404,1502.795408,0,NA,NA,NA,NA,NA,NA
1999,1999-08-08,0,0,post,Los Angeles Sparks,Dallas Wings,LAS,DAL,1568.716223,1389.41723,0.816474939,0.183525061,59,84,1513.415163,1444.718291,1,NA,NA,NA,NA,NA,NA
1999,1999-08-08,0,0,post,Las Vegas Aces,Charlotte Sting,LVA,CHA,1393.628594,1474.02496,0.499429585,0.500570415,67,65,1400.40307,1467.250484,1,NA,NA,NA,NA,NA,NA
1999,1999-08-08,0,0,post,Phoenix Mercury,Minnesota Lynx,PHO,MIN,1481.748442,1381.368116,0.738532018,0.261467982,64,55,1487.976014,1375.140544,1,NA,NA,NA,NA,NA,NA
1999,1999-08-08,0,0,post,Connecticut Sun,New York Liberty,CON,NYL,1356.433774,1502.795408,0.405642618,0.594357382,75,80,1348.843681,1510.385501,1,NA,NA,NA,NA,NA,NA
1999,1999-08-08,0,0,post,Dallas Wings,Los Angeles Sparks,DAL,LAS,1389.41723,1568.716223,0.183525061,0.816474939,84,59,1444.718291,1513.415163,0,NA,NA,NA,NA,NA,NA
1999,1999-08-08,0,0,post,Charlotte Sting,Las Vegas Aces,CHA,LVA,1474.02496,1393.628594,0.500570415,0.499429585,65,67,1467.250484,1400.40307,0,NA,NA,NA,NA,NA,NA
1999,1999-08-08,0,0,post,Minnesota Lynx,Phoenix Mercury,MIN,PHO,1381.368116,1481.748442,0.261467982,0.738532018,55,64,1375.140544,1487.976014,0,NA,NA,NA,NA,NA,NA
1999,1999-08-08,0,0,post,New York Liberty,Connecticut Sun,NYL,CON,1502.795408,1356.433774,0.594357382,0.405642618,80,75,1510.385501,1348.843681,0,NA,NA,NA,NA,NA,NA
1999,1999-08-09,0,0,post,Sacramento Monarchs,Los Angeles Sparks,SAC,LAS,1533.03478,1513.415163,0.639560387,0.360439613,82,80,1537.551299,1508.898643,1,NA,NA,NA,NA,NA,NA
1999,1999-08-09,0,0,post,Los Angeles Sparks,Sacramento Monarchs,LAS,SAC,1513.415163,1533.03478,0.360439613,0.639560387,80,82,1508.898643,1537.551299,0,NA,NA,NA,NA,NA,NA
1999,1999-08-10,0,0,post,Phoenix Mercury,Dallas Wings,PHO,DAL,1487.976014,1444.718291,0.670296965,0.329703035,68,57,1497.228962,1435.465343,1,NA,NA,NA,NA,NA,NA
1999,1999-08-10,0,0,post,Washington Mystics,New York Liberty,WAS,NYL,1345.900478,1510.385501,0.380757354,0.619242646,59,56,1356.296586,1499.989393,1,NA,NA,NA,NA,NA,NA
1999,1999-08-10,0,0,post,Minnesota Lynx,Las Vegas Aces,MIN,LVA,1375.140544,1400.40307,0.578128215,0.421871785,83,73,1386.884619,1388.658995,1,NA,NA,NA,NA,NA,NA
1999,1999-08-10,0,0,post,Dallas Wings,Phoenix Mercury,DAL,PHO,1444.718291,1487.976014,0.329703035,0.670296965,57,68,1435.465343,1497.228962,0,NA,NA,NA,NA,NA,NA
1999,1999-08-10,0,0,post,New York Liberty,Washington Mystics,NYL,WAS,1510.385501,1345.900478,0.619242646,0.380757354,56,59,1499.989393,1356.296586,0,NA,NA,NA,NA,NA,NA
1999,1999-08-10,0,0,post,Las Vegas Aces,Minnesota Lynx,LVA,MIN,1400.40307,1375.140544,0.421871785,0.578128215,73,83,1388.658995,1386.884619,0,NA,NA,NA,NA,NA,NA
1999,1999-08-11,0,0,post,Connecticut Sun,Cleveland Rockers,CON,CLE,1348.843681,1326.07459,0.643729066,0.356270934,55,54,1352.569412,1322.348859,1,NA,NA,NA,NA,NA,NA
1999,1999-08-11,0,0,post,Houston Comets,Los Angeles Sparks,HOU,LAS,1646.857404,1508.898643,0.77810747,0.22189253,83,61,1656.121171,1499.634876,1,NA,NA,NA,NA,NA,NA
1999,1999-08-11,0,0,post,Cleveland Rockers,Connecticut Sun,CLE,CON,1326.07459,1348.843681,0.356270934,0.643729066,54,55,1322.348859,1352.569412,0,NA,NA,NA,NA,NA,NA
1999,1999-08-11,0,0,post,Los Angeles Sparks,Houston Comets,LAS,HOU,1508.898643,1646.857404,0.22189253,0.77810747,61,83,1499.634876,1656.121171,0,NA,NA,NA,NA,NA,NA
1999,1999-08-12,0,0,post,Sacramento Monarchs,Charlotte Sting,SAC,CHA,1537.551299,1467.250484,0.703746155,0.296253845,78,64,1547.075062,1457.726721,1,NA,NA,NA,NA,NA,NA
1999,1999-08-12,0,0,post,Las Vegas Aces,Phoenix Mercury,LVA,PHO,1388.658995,1497.228962,0.458976937,0.541023063,67,64,1397.326118,1488.561839,1,NA,NA,NA,NA,NA,NA
1999,1999-08-12,0,0,post,Dallas Wings,New York Liberty,DAL,NYL,1435.465343,1499.989393,0.522256964,0.477743036,56,60,1426.10116,1509.353577,1,NA,NA,NA,NA,NA,NA
1999,1999-08-12,0,0,post,Charlotte Sting,Sacramento Monarchs,CHA,SAC,1467.250484,1537.551299,0.296253845,0.703746155,64,78,1457.726721,1547.075062,0,NA,NA,NA,NA,NA,NA
1999,1999-08-12,0,0,post,Phoenix Mercury,Las Vegas Aces,PHO,LVA,1497.228962,1388.658995,0.541023063,0.458976937,64,67,1488.561839,1397.326118,0,NA,NA,NA,NA,NA,NA
1999,1999-08-12,0,0,post,New York Liberty,Dallas Wings,NYL,DAL,1499.989393,1435.465343,0.477743036,0.522256964,60,56,1509.353577,1426.10116,0,NA,NA,NA,NA,NA,NA
1999,1999-08-13,0,0,post,Houston Comets,Minnesota Lynx,HOU,MIN,1656.121171,1386.884619,0.881881277,0.118118723,71,53,1660.058378,1382.947412,1,NA,NA,NA,NA,NA,NA
1999,1999-08-13,0,0,post,Washington Mystics,Los Angeles Sparks,WAS,LAS,1356.296586,1499.634876,0.409845404,0.590154596,55,53,1364.707083,1491.224379,1,NA,NA,NA,NA,NA,NA
1999,1999-08-13,0,0,post,Sacramento Monarchs,Las Vegas Aces,SAC,LVA,1547.075062,1397.326118,0.789604191,0.210395809,89,97,1522.481393,1421.919787,1,NA,NA,NA,NA,NA,NA
1999,1999-08-13,0,0,post,Cleveland Rockers,Connecticut Sun,CLE,CON,1322.348859,1352.569412,0.571152172,0.428847828,61,73,1302.96811,1371.950161,1,NA,NA,NA,NA,NA,NA
1999,1999-08-13,0,0,post,Minnesota Lynx,Houston Comets,MIN,HOU,1386.884619,1656.121171,0.118118723,0.881881277,53,71,1382.947412,1660.058378,0,NA,NA,NA,NA,NA,NA
1999,1999-08-13,0,0,post,Los Angeles Sparks,Washington Mystics,LAS,WAS,1499.634876,1356.296586,0.590154596,0.409845404,53,55,1491.224379,1364.707083,0,NA,NA,NA,NA,NA,NA
1999,1999-08-13,0,0,post,Las Vegas Aces,Sacramento Monarchs,LVA,SAC,1397.326118,1547.075062,0.210395809,0.789604191,97,89,1421.919787,1522.481393,0,NA,NA,NA,NA,NA,NA
1999,1999-08-13,0,0,post,Connecticut Sun,Cleveland Rockers,CON,CLE,1352.569412,1322.348859,0.428847828,0.571152172,73,61,1371.950161,1302.96811,0,NA,NA,NA,NA,NA,NA
1999,1999-08-14,0,0,post,New York Liberty,Dallas Wings,NYL,DAL,1509.353577,1426.10116,0.719050459,0.280949541,57,63,1491.44622,1444.008516,1,NA,NA,NA,NA,NA,NA
1999,1999-08-14,0,0,post,Connecticut Sun,Washington Mystics,CON,WAS,1371.950161,1364.707083,0.622978908,0.377021092,81,54,1391.942291,1344.714953,1,NA,NA,NA,NA,NA,NA
1999,1999-08-14,0,0,post,Phoenix Mercury,Charlotte Sting,PHO,CHA,1488.561839,1457.726721,0.65430534,0.34569466,65,54,1498.352147,1447.936413,1,NA,NA,NA,NA,NA,NA
1999,1999-08-14,0,0,post,Dallas Wings,New York Liberty,DAL,NYL,1426.10116,1509.353577,0.280949541,0.719050459,63,57,1444.008516,1491.44622,0,NA,NA,NA,NA,NA,NA
1999,1999-08-14,0,0,post,Washington Mystics,Connecticut Sun,WAS,CON,1364.707083,1371.950161,0.377021092,0.622978908,54,81,1344.714953,1391.942291,0,NA,NA,NA,NA,NA,NA
1999,1999-08-14,0,0,post,Charlotte Sting,Phoenix Mercury,CHA,PHO,1457.726721,1488.561839,0.34569466,0.65430534,54,65,1447.936413,1498.352147,0,NA,NA,NA,NA,NA,NA
1999,1999-08-15,0,0,post,Minnesota Lynx,Cleveland Rockers,MIN,CLE,1382.947412,1302.96811,0.715228484,0.284771516,57,50,1388.894311,1297.02121,1,NA,NA,NA,NA,NA,NA
1999,1999-08-15,0,0,post,Houston Comets,Las Vegas Aces,HOU,LVA,1660.058378,1421.919787,0.861922822,0.138077178,80,71,1663.058157,1418.920008,1,NA,NA,NA,NA,NA,NA
1999,1999-08-15,0,0,post,Los Angeles Sparks,Charlotte Sting,LAS,CHA,1491.224379,1447.936413,0.670335438,0.329664562,76,65,1500.476043,1438.684749,1,NA,NA,NA,NA,NA,NA
1999,1999-08-15,0,0,post,Cleveland Rockers,Minnesota Lynx,CLE,MIN,1302.96811,1382.947412,0.284771516,0.715228484,50,57,1297.02121,1388.894311,0,NA,NA,NA,NA,NA,NA
1999,1999-08-15,0,0,post,Las Vegas Aces,Houston Comets,LVA,HOU,1421.919787,1660.058378,0.138077178,0.861922822,71,80,1418.920008,1663.058157,0,NA,NA,NA,NA,NA,NA
1999,1999-08-15,0,0,post,Charlotte Sting,Los Angeles Sparks,CHA,LAS,1447.936413,1491.224379,0.329664562,0.670335438,65,76,1438.684749,1500.476043,0,NA,NA,NA,NA,NA,NA
1999,1999-08-16,0,0,post,Phoenix Mercury,Sacramento Monarchs,PHO,SAC,1498.352147,1522.481393,0.579718499,0.420281501,71,59,1511.459647,1509.373893,1,NA,NA,NA,NA,NA,NA
1999,1999-08-16,0,0,post,New York Liberty,Washington Mystics,NYL,WAS,1491.44622,1344.714953,0.786703815,0.213296185,66,54,1497.328713,1338.83246,1,NA,NA,NA,NA,NA,NA
1999,1999-08-16,0,0,post,Sacramento Monarchs,Phoenix Mercury,SAC,PHO,1522.481393,1498.352147,0.420281501,0.579718499,59,71,1509.373893,1511.459647,0,NA,NA,NA,NA,NA,NA
1999,1999-08-16,0,0,post,Washington Mystics,New York Liberty,WAS,NYL,1344.714953,1491.44622,0.213296185,0.786703815,54,66,1338.83246,1497.328713,0,NA,NA,NA,NA,NA,NA
1999,1999-08-17,0,0,post,Houston Comets,Phoenix Mercury,HOU,PHO,1663.058157,1511.459647,0.79136751,0.20863249,70,60,1668.172771,1506.345033,1,NA,NA,NA,NA,NA,NA
1999,1999-08-17,0,0,post,Connecticut Sun,Dallas Wings,CON,DAL,1391.942291,1444.008516,0.540113538,0.459886462,93,81,1406.598514,1429.352293,1,NA,NA,NA,NA,NA,NA
1999,1999-08-17,0,0,post,Los Angeles Sparks,Minnesota Lynx,LAS,MIN,1500.476043,1388.894311,0.750790567,0.249209433,72,54,1509.6913,1379.679055,1,NA,NA,NA,NA,NA,NA
1999,1999-08-17,0,0,post,Phoenix Mercury,Houston Comets,PHO,HOU,1511.459647,1663.058157,0.20863249,0.79136751,60,70,1506.345033,1668.172771,0,NA,NA,NA,NA,NA,NA
1999,1999-08-17,0,0,post,Dallas Wings,Connecticut Sun,DAL,CON,1444.008516,1391.942291,0.459886462,0.540113538,81,93,1429.352293,1406.598514,0,NA,NA,NA,NA,NA,NA
1999,1999-08-17,0,0,post,Minnesota Lynx,Los Angeles Sparks,MIN,LAS,1388.894311,1500.476043,0.249209433,0.750790567,54,72,1379.679055,1509.6913,0,NA,NA,NA,NA,NA,NA
1999,1999-08-18,0,0,post,New York Liberty,Cleveland Rockers,NYL,CLE,1497.328713,1297.02121,0.833907787,0.166092213,72,55,1502.892895,1291.457028,1,NA,NA,NA,NA,NA,NA
