season,date,playoff,neutral,status,team1,team2,team1_abbr,team2_abbr,team1_pregame_rating,team2_pregame_rating,team1_winprob,team2_winprob,team1_score,team2_score,team1_postgame_rating,team2_postgame_rating,is_home,gm_no1,gm_no2,win1,EloDiff1,mov_mult1,elo_shift1
1997,1997-06-20,0,0,post,Las Vegas Aces,Sacramento Monarchs,LVA,SAC,1500,1500,0.61313682,0.38686318,60,70,1480.965871,1519.034129,1,NA,NA,NA,NA,NA,NA
1997,1997-06-20,0,0,post,Los Angeles Sparks,New York Liberty,LAS,NYL,1500,1500,0.61313682,0.38686318,57,67,1480.965871,1519.034129,1,NA,NA,NA,NA,NA,NA
1997,1997-06-20,0,0,post,Cleveland Rockers,Houston Comets,CLE,HOU,1500,1500,0.61313682,0.38686318,56,76,1469.955804,1530.044196,1,NA,NA,NA,NA,NA,NA
1997,1997-06-20,0,0,post,Sacramento Monarchs,Las Vegas Aces,SAC,LVA,1500,1500,0.38686318,0.61313682,70,60,1519.034129,1480.965871,0,NA,NA,NA,NA,NA,NA
1997,1997-06-20,0,0,post,New York Liberty,Los Angeles Sparks,NYL,LAS,1500,1500,0.38686318,0.61313682,67,57,1519.034129,1480.965871,0,NA,NA,NA,NA,NA,NA
1997,1997-06-20,0,0,post,Houston Comets,Cleveland Rockers,HOU,CLE,1500,1500,0.38686318,0.61313682,76,56,1530.044196,1469.955804,0,NA,NA,NA,NA,NA,NA
1997,1997-06-21,0,0,post,Phoenix Mercury,Charlotte Sting,PHO,CHA,1500,1500,0.61313682,0.38686318,76,59,1514.912022,1485.087978,1,NA,NA,NA,NA,NA,NA
1997,1997-06-21,0,0,post,Charlotte Sting,Phoenix Mercury,CHA,PHO,1500,1500,0.38686318,0.61313682,59,76,1485.087978,1514.912022,0,NA,NA,NA,NA,NA,NA
1997,1997-06-22,0,0,post,Sacramento Monarchs,New York Liberty,SAC,NYL,1519.034129,1519.034129,0.61313682,0.38686318,62,73,1498.837413,1539.230844,1,NA,NA,NA,NA,NA,NA
1997,1997-06-22,0,0,post,Las Vegas Aces,Los Angeles Sparks,LVA,LAS,1480.965871,1480.965871,0.61313682,0.38686318,102,89,1493.439951,1468.491791,1,NA,NA,NA,NA,NA,NA
1997,1997-06-22,0,0,post,New York Liberty,Sacramento Monarchs,NYL,SAC,1519.034129,1519.034129,0.38686318,0.61313682,73,62,1539.230844,1498.837413,0,NA,NA,NA,NA,NA,NA
1997,1997-06-22,0,0,post,Los Angeles Sparks,Las Vegas Aces,LAS,LVA,1480.965871,1480.965871,0.38686318,0.61313682,89,102,1468.491791,1493.439951,0,NA,NA,NA,NA,NA,NA
1997,1997-06-23,0,0,post,Houston Comets,Phoenix Mercury,HOU,PHO,1530.044196,1514.912022,0.633584354,0.366415646,72,55,1544.00916,1500.947058,1,NA,NA,NA,NA,NA,NA
1997,1997-06-23,0,0,post,Phoenix Mercury,Houston Comets,PHO,HOU,1514.912022,1530.044196,0.366415646,0.633584354,55,72,1500.947058,1544.00916,0,NA,NA,NA,NA,NA,NA
1997,1997-06-24,0,0,post,Los Angeles Sparks,Charlotte Sting,LAS,CHA,1468.491791,1485.087978,0.590245823,0.409754177,74,54,1486.37783,1467.201939,1,NA,NA,NA,NA,NA,NA
1997,1997-06-24,0,0,post,Charlotte Sting,Los Angeles Sparks,CHA,LAS,1485.087978,1468.491791,0.409754177,0.590245823,54,74,1467.201939,1486.37783,0,NA,NA,NA,NA,NA,NA
1997,1997-06-25,0,0,post,Sacramento Monarchs,Charlotte Sting,SAC,CHA,1498.837413,1467.201939,0.655346705,0.344653295,78,70,1506.880866,1459.158487,1,NA,NA,NA,NA,NA,NA
1997,1997-06-25,0,0,post,Houston Comets,New York Liberty,HOU,NYL,1544.00916,1539.230844,0.619640642,0.380359358,60,62,1535.015963,1548.224041,1,NA,NA,NA,NA,NA,NA
1997,1997-06-25,0,0,post,Cleveland Rockers,Las Vegas Aces,CLE,LVA,1469.955804,1493.439951,0.580623003,0.419376997,74,63,1482.326642,1481.069113,1,NA,NA,NA,NA,NA,NA
1997,1997-06-25,0,0,post,Charlotte Sting,Sacramento Monarchs,CHA,SAC,1467.201939,1498.837413,0.344653295,0.655346705,70,78,1459.158487,1506.880866,0,NA,NA,NA,NA,NA,NA
1997,1997-06-25,0,0,post,New York Liberty,Houston Comets,NYL,HOU,1539.230844,1544.00916,0.380359358,0.619640642,62,60,1548.224041,1535.015963,0,NA,NA,NA,NA,NA,NA
1997,1997-06-25,0,0,post,Las Vegas Aces,Cleveland Rockers,LVA,CLE,1493.439951,1469.955804,0.419376997,0.580623003,63,74,1481.069113,1482.326642,0,NA,NA,NA,NA,NA,NA
1997,1997-06-26,0,0,post,Los Angeles Sparks,Sacramento Monarchs,LAS,SAC,1486.37783,1506.880866,0.584795746,0.415204254,102,92,1497.894284,1495.364412,1,NA,NA,NA,NA,NA,NA
1997,1997-06-26,0,0,post,Sacramento Monarchs,Los Angeles Sparks,SAC,LAS,1506.880866,1486.37783,0.415204254,0.584795746,92,102,1495.364412,1497.894284,0,NA,NA,NA,NA,NA,NA
1997,1997-06-27,0,0,post,Cleveland Rockers,Phoenix Mercury,CLE,PHO,1482.326642,1500.947058,0.58742469,0.41257531,63,68,1470.153918,1513.119782,1,NA,NA,NA,NA,NA,NA
1997,1997-06-27,0,0,post,Las Vegas Aces,Houston Comets,LVA,HOU,1481.069113,1535.015963,0.537423379,0.462576621,58,76,1457.662627,1558.422449,1,NA,NA,NA,NA,NA,NA
1997,1997-06-27,0,0,post,Phoenix Mercury,Cleveland Rockers,PHO,CLE,1500.947058,1482.326642,0.41257531,0.58742469,68,63,1513.119782,1470.153918,0,NA,NA,NA,NA,NA,NA
1997,1997-06-27,0,0,post,Houston Comets,Las Vegas Aces,HOU,LVA,1535.015963,1481.069113,0.462576621,0.537423379,76,58,1558.422449,1457.662627,0,NA,NA,NA,NA,NA,NA
1997,1997-06-28,0,0,post,New York Liberty,Phoenix Mercury,NYL,PHO,1548.224041,1513.119782,0.659842714,0.340157286,65,57,1556.142395,1505.201428,1,NA,NA,NA,NA,NA,NA
1997,1997-06-28,0,0,post,Charlotte Sting,Cleveland Rockers,CHA,CLE,1459.158487,1470.153918,0.598020088,0.401979912,67,44,1478.431229,1450.881176,1,NA,NA,NA,NA,NA,NA
1997,1997-06-28,0,0,post,Phoenix Mercury,New York Liberty,PHO,NYL,1513.119782,1548.224041,0.340157286,0.659842714,57,65,1505.201428,1556.142395,0,NA,NA,NA,NA,NA,NA
1997,1997-06-28,0,0,post,Cleveland Rockers,Charlotte Sting,CLE,CHA,1470.153918,1459.158487,0.401979912,0.598020088,44,67,1450.881176,1478.431229,0,NA,NA,NA,NA,NA,NA
1997,1997-06-29,0,0,post,Houston Comets,Los Angeles Sparks,HOU,LAS,1558.422449,1497.894284,0.691884675,0.308115325,71,66,1563.880181,1492.436551,1,NA,NA,NA,NA,NA,NA
1997,1997-06-29,0,0,post,Los Angeles Sparks,Houston Comets,LAS,HOU,1497.894284,1558.422449,0.308115325,0.691884675,66,71,1492.436551,1563.880181,0,NA,NA,NA,NA,NA,NA
1997,1997-07-01,0,0,post,Sacramento Monarchs,Las Vegas Aces,SAC,LVA,1495.364412,1457.662627,0.663190756,0.336809244,68,73,1480.938064,1472.088976,1,NA,NA,NA,NA,NA,NA
1997,1997-07-01,0,0,post,New York Liberty,Houston Comets,NYL,HOU,1556.142395,1563.880181,0.60251964,0.39748036,72,67,1563.546573,1556.476003,1,NA,NA,NA,NA,NA,NA
1997,1997-07-01,0,0,post,Las Vegas Aces,Sacramento Monarchs,LVA,SAC,1457.662627,1495.364412,0.336809244,0.663190756,73,68,1472.088976,1480.938064,0,NA,NA,NA,NA,NA,NA
1997,1997-07-01,0,0,post,Houston Comets,New York Liberty,HOU,NYL,1563.880181,1556.142395,0.39748036,0.60251964,67,72,1556.476003,1563.546573,0,NA,NA,NA,NA,NA,NA
1997,1997-07-02,0,0,post,Las Vegas Aces,Phoenix Mercury,LVA,PHO,1472.088976,1505.201428,0.567069931,0.432930069,55,77,1443.202857,1534.087547,1,NA,NA,NA,NA,NA,NA
1997,1997-07-02,0,0,post,Cleveland Rockers,Los Angeles Sparks,CLE,LAS,1450.881176,1492.436551,0.555101559,0.444898441,62,74,1432.221291,1511.096436,1,NA,NA,NA,NA,NA,NA
1997,1997-07-02,0,0,post,Phoenix Mercury,Las Vegas Aces,PHO,LVA,1505.201428,1472.088976,0.432930069,0.567069931,77,55,1534.087547,1443.202857,0,NA,NA,NA,NA,NA,NA
1997,1997-07-02,0,0,post,Los Angeles Sparks,Cleveland Rockers,LAS,CLE,1492.436551,1450.881176,0.444898441,0.555101559,74,62,1511.096436,1432.221291,0,NA,NA,NA,NA,NA,NA
1997,1997-07-03,0,0,post,Houston Comets,New York Liberty,HOU,NYL,1556.476003,1563.546573,0.603439111,0.396560889,58,65,1541.380843,1578.641733,1,NA,NA,NA,NA,NA,NA
1997,1997-07-03,0,0,post,New York Liberty,Houston Comets,NYL,HOU,1563.546573,1556.476003,0.396560889,0.603439111,65,58,1578.641733,1541.380843,0,NA,NA,NA,NA,NA,NA
1997,1997-07-04,0,0,post,Las Vegas Aces,New York Liberty,LVA,NYL,1443.202857,1578.641733,0.420887344,0.579112656,53,66,1429.376363,1592.468228,1,NA,NA,NA,NA,NA,NA
1997,1997-07-04,0,0,post,Charlotte Sting,Los Angeles Sparks,CHA,LAS,1478.431229,1511.096436,0.567701878,0.432298122,78,66,1492.002205,1497.52546,1,NA,NA,NA,NA,NA,NA
1997,1997-07-04,0,0,post,New York Liberty,Las Vegas Aces,NYL,LVA,1578.641733,1443.202857,0.579112656,0.420887344,66,53,1592.468228,1429.376363,0,NA,NA,NA,NA,NA,NA
1997,1997-07-04,0,0,post,Los Angeles Sparks,Charlotte Sting,LAS,CHA,1511.096436,1478.431229,0.432298122,0.567701878,66,78,1497.52546,1492.002205,0,NA,NA,NA,NA,NA,NA
1997,1997-07-05,0,0,post,Sacramento Monarchs,Cleveland Rockers,SAC,CLE,1480.938064,1432.221291,0.677204283,0.322795717,70,67,1485.519277,1427.640078,1,NA,NA,NA,NA,NA,NA
1997,1997-07-05,0,0,post,Cleveland Rockers,Sacramento Monarchs,CLE,SAC,1432.221291,1480.938064,0.322795717,0.677204283,67,70,1427.640078,1485.519277,0,NA,NA,NA,NA,NA,NA
1997,1997-07-06,0,0,post,Houston Comets,Charlotte Sting,HOU,CHA,1541.380843,1492.002205,0.678036581,0.321963419,74,56,1553.823274,1479.559773,1,NA,NA,NA,NA,NA,NA
1997,1997-07-06,0,0,post,Las Vegas Aces,Sacramento Monarchs,LVA,SAC,1429.376363,1485.519277,0.534279247,0.465720753,69,79,1413.549724,1501.345915,1,NA,NA,NA,NA,NA,NA
1997,1997-07-06,0,0,post,Phoenix Mercury,New York Liberty,PHO,NYL,1534.087547,1592.468228,0.531072607,0.468927393,69,50,1554.490518,1572.065257,1,NA,NA,NA,NA,NA,NA
1997,1997-07-06,0,0,post,Los Angeles Sparks,Cleveland Rockers,LAS,CLE,1497.52546,1427.640078,0.70324733,0.29675267,70,81,1472.88894,1452.276598,1,NA,NA,NA,NA,NA,NA
1997,1997-07-06,0,0,post,Charlotte Sting,Houston Comets,CHA,HOU,1492.002205,1541.380843,0.321963419,0.678036581,56,74,1479.559773,1553.823274,0,NA,NA,NA,NA,NA,NA
1997,1997-07-06,0,0,post,Sacramento Monarchs,Las Vegas Aces,SAC,LVA,1485.519277,1429.376363,0.465720753,0.534279247,79,69,1501.345915,1413.549724,0,NA,NA,NA,NA,NA,NA
1997,1997-07-06,0,0,post,New York Liberty,Phoenix Mercury,NYL,PHO,1592.468228,1534.087547,0.468927393,0.531072607,50,69,1572.065257,1554.490518,0,NA,NA,NA,NA,NA,NA
1997,1997-07-06,0,0,post,Cleveland Rockers,Los Angeles Sparks,CLE,LAS,1427.640078,1497.52546,0.29675267,0.70324733,81,70,1452.276598,1472.88894,0,NA,NA,NA,NA,NA,NA
1997,1997-07-08,0,0,post,Phoenix Mercury,Houston Comets,PHO,HOU,1554.490518,1553.823274,0.6140475,0.3859525,69,64,1561.634546,1546.679246,1,NA,NA,NA,NA,NA,NA
1997,1997-07-08,0,0,post,Charlotte Sting,New York Liberty,CHA,NYL,1479.559773,1572.065257,0.48201093,0.51798907,87,69,1501.872854,1549.752177,1,NA,NA,NA,NA,NA,NA
1997,1997-07-08,0,0,post,Houston Comets,Phoenix Mercury,HOU,PHO,1553.823274,1554.490518,0.3859525,0.6140475,64,69,1546.679246,1561.634546,0,NA,NA,NA,NA,NA,NA
1997,1997-07-08,0,0,post,New York Liberty,Charlotte Sting,NYL,CHA,1572.065257,1479.559773,0.51798907,0.48201093,69,87,1549.752177,1501.872854,0,NA,NA,NA,NA,NA,NA
1997,1997-07-09,0,0,post,Cleveland Rockers,Sacramento Monarchs,CLE,SAC,1452.276598,1501.345915,0.544395606,0.455604394,77,61,1469.777964,1483.84455,1,NA,NA,NA,NA,NA,NA
1997,1997-07-09,0,0,post,New York Liberty,Charlotte Sting,NYL,CHA,1549.752177,1501.872854,0.676149575,0.323850425,62,48,1560.332507,1491.292524,1,NA,NA,NA,NA,NA,NA
1997,1997-07-09,0,0,post,Sacramento Monarchs,Cleveland Rockers,SAC,CLE,1501.345915,1452.276598,0.455604394,0.544395606,61,77,1483.84455,1469.777964,0,NA,NA,NA,NA,NA,NA
1997,1997-07-09,0,0,post,Charlotte Sting,New York Liberty,CHA,NYL,1501.872854,1549.752177,0.323850425,0.676149575,48,62,1491.292524,1560.332507,0,NA,NA,NA,NA,NA,NA
1997,1997-07-10,0,0,post,Los Angeles Sparks,Las Vegas Aces,LAS,LVA,1472.88894,1413.549724,0.690423726,0.309576274,75,68,1479.449881,1406.988783,1,NA,NA,NA,NA,NA,NA
1997,1997-07-10,0,0,post,Las Vegas Aces,Los Angeles Sparks,LVA,LAS,1413.549724,1472.88894,0.309576274,0.690423726,68,75,1406.988783,1479.449881,0,NA,NA,NA,NA,NA,NA
1997,1997-07-11,0,0,post,Las Vegas Aces,Phoenix Mercury,LVA,PHO,1406.988783,1561.634546,0.394199033,0.605800967,52,51,1414.280268,1554.343061,1,NA,NA,NA,NA,NA,NA
1997,1997-07-11,0,0,post,Charlotte Sting,Cleveland Rockers,CHA,CLE,1491.292524,1469.777964,0.642071123,0.357928877,72,43,1511.066899,1450.003588,1,NA,NA,NA,NA,NA,NA
1997,1997-07-11,0,0,post,Houston Comets,Sacramento Monarchs,HOU,SAC,1546.679246,1483.84455,0.694707934,0.305292066,89,61,1562.634807,1467.888989,1,NA,NA,NA,NA,NA,NA
1997,1997-07-11,0,0,post,Phoenix Mercury,Las Vegas Aces,PHO,LVA,1561.634546,1406.988783,0.605800967,0.394199033,51,52,1554.343061,1414.280268,0,NA,NA,NA,NA,NA,NA
1997,1997-07-11,0,0,post,Cleveland Rockers,Charlotte Sting,CLE,CHA,1469.777964,1491.292524,0.357928877,0.642071123,43,72,1450.003588,1511.066899,0,NA,NA,NA,NA,NA,NA
1997,1997-07-11,0,0,post,Sacramento Monarchs,Houston Comets,SAC,HOU,1483.84455,1546.679246,0.305292066,0.694707934,61,89,1467.888989,1562.634807,0,NA,NA,NA,NA,NA,NA
1997,1997-07-12,0,0,post,Los Angeles Sparks,Phoenix Mercury,LAS,PHO,1479.449881,1554.343061,0.507348776,0.492651224,56,57,1473.684483,1560.10846,1,NA,NA,NA,NA,NA,NA
1997,1997-07-12,0,0,post,Phoenix Mercury,Los Angeles Sparks,PHO,LAS,1554.343061,1479.449881,0.492651224,0.507348776,57,56,1560.10846,1473.684483,0,NA,NA,NA,NA,NA,NA
1997,1997-07-13,0,0,post,Houston Comets,Las Vegas Aces,HOU,LVA,1562.634807,1414.280268,0.788267597,0.211732403,79,56,1571.692012,1405.223063,1,NA,NA,NA,NA,NA,NA
1997,1997-07-13,0,0,post,Cleveland Rockers,New York Liberty,CLE,NYL,1450.003588,1560.332507,0.456463707,0.543536293,57,68,1436.263361,1574.072734,1,NA,NA,NA,NA,NA,NA
1997,1997-07-13,0,0,post,Las Vegas Aces,Houston Comets,LVA,HOU,1414.280268,1562.634807,0.211732403,0.788267597,56,79,1405.223063,1571.692012,0,NA,NA,NA,NA,NA,NA
1997,1997-07-13,0,0,post,New York Liberty,Cleveland Rockers,NYL,CLE,1560.332507,1450.003588,0.543536293,0.456463707,68,57,1574.072734,1436.263361,0,NA,NA,NA,NA,NA,NA
1997,1997-07-14,0,0,post,Sacramento Monarchs,Los Angeles Sparks,SAC,LAS,1467.888989,1473.684483,0.605194217,0.394805783,78,73,1475.232558,1466.340914,1,NA,NA,NA,NA,NA,NA
1997,1997-07-14,0,0,post,New York Liberty,Cleveland Rockers,NYL,CLE,1574.072734,1436.263361,0.777958958,0.222041042,76,59,1581.827958,1428.508137,1,NA,NA,NA,NA,NA,NA
1997,1997-07-14,0,0,post,Los Angeles Sparks,Sacramento Monarchs,LAS,SAC,1473.684483,1467.888989,0.394805783,0.605194217,73,78,1466.340914,1475.232558,0,NA,NA,NA,NA,NA,NA
1997,1997-07-14,0,0,post,Cleveland Rockers,New York Liberty,CLE,NYL,1436.263361,1574.072734,0.222041042,0.777958958,59,76,1428.508137,1581.827958,0,NA,NA,NA,NA,NA,NA
1997,1997-07-15,0,0,post,Phoenix Mercury,Sacramento Monarchs,PHO,SAC,1560.10846,1475.232558,0.720934543,0.279065457,84,67,1570.220028,1465.12099,1,NA,NA,NA,NA,NA,NA
1997,1997-07-15,0,0,post,Charlotte Sting,Las Vegas Aces,CHA,LVA,1511.066899,1405.223063,0.74455947200000006,0.255440528,75,63,1518.312299,1397.977663,1,NA,NA,NA,NA,NA,NA
1997,1997-07-15,0,0,post,Los Angeles Sparks,Houston Comets,LAS,HOU,1466.340914,1571.692012,0.463581446,0.536418554,77,52,1495.732661,1542.300265,1,NA,NA,NA,NA,NA,NA
1997,1997-07-15,0,0,post,Sacramento Monarchs,Phoenix Mercury,SAC,PHO,1475.232558,1560.10846,0.279065457,0.720934543,67,84,1465.12099,1570.220028,0,NA,NA,NA,NA,NA,NA
1997,1997-07-15,0,0,post,Las Vegas Aces,Charlotte Sting,LVA,CHA,1405.223063,1511.066899,0.255440528,0.74455947200000006,63,75,1397.977663,1518.312299,0,NA,NA,NA,NA,NA,NA
1997,1997-07-15,0,0,post,Houston Comets,Los Angeles Sparks,HOU,LAS,1571.692012,1466.340914,0.536418554,0.463581446,52,77,1542.300265,1495.732661,0,NA,NA,NA,NA,NA,NA
1997,1997-07-16,0,0,post,Cleveland Rockers,Charlotte Sting,CLE,CHA,1428.508137,1518.312299,0.48589442,0.51410558,65,47,1450.605694,1496.214742,1,NA,NA,NA,NA,NA,NA
1997,1997-07-16,0,0,post,New York Liberty,Las Vegas Aces,NYL,LVA,1581.827958,1397.977663,0.820368249,0.179631751,80,54,1590.016854,1389.788767,1,NA,NA,NA,NA,NA,NA
1997,1997-07-16,0,0,post,Charlotte Sting,Cleveland Rockers,CHA,CLE,1518.312299,1428.508137,0.51410558,0.48589442,47,65,1496.214742,1450.605694,0,NA,NA,NA,NA,NA,NA
1997,1997-07-16,0,0,post,Las Vegas Aces,New York Liberty,LVA,NYL,1397.977663,1581.827958,0.179631751,0.820368249,54,80,1389.788767,1590.016854,0,NA,NA,NA,NA,NA,NA
1997,1997-07-17,0,0,post,Sacramento Monarchs,Houston Comets,SAC,HOU,1465.12099,1542.300265,0.504059261,0.495940739,60,82,1440.351817,1567.069437,1,NA,NA,NA,NA,NA,NA
1997,1997-07-17,0,0,post,Houston Comets,Sacramento Monarchs,HOU,SAC,1542.300265,1465.12099,0.495940739,0.504059261,82,60,1567.069437,1440.351817,0,NA,NA,NA,NA,NA,NA
1997,1997-07-18,0,0,post,Cleveland Rockers,Las Vegas Aces,CLE,LVA,1450.605694,1389.788767,0.692238921,0.307761079,95,68,1466.296582,1374.097879,1,NA,NA,NA,NA,NA,NA
1997,1997-07-18,0,0,post,New York Liberty,Los Angeles Sparks,NYL,LAS,1590.016854,1495.732661,0.731699142,0.268300858,69,57,1597.688794,1488.060721,1,NA,NA,NA,NA,NA,NA
1997,1997-07-18,0,0,post,Las Vegas Aces,Cleveland Rockers,LVA,CLE,1389.788767,1450.605694,0.307761079,0.692238921,68,95,1374.097879,1466.296582,0,NA,NA,NA,NA,NA,NA
1997,1997-07-18,0,0,post,Los Angeles Sparks,New York Liberty,LAS,NYL,1495.732661,1590.016854,0.268300858,0.731699142,57,69,1488.060721,1597.688794,0,NA,NA,NA,NA,NA,NA
1997,1997-07-20,0,0,post,Charlotte Sting,Los Angeles Sparks,CHA,LAS,1496.214742,1488.060721,0.624209758,0.375790242,75,64,1507.037766,1477.237697,1,NA,NA,NA,NA,NA,NA
1997,1997-07-20,0,0,post,Sacramento Monarchs,Phoenix Mercury,SAC,PHO,1440.351817,1570.220028,0.428722679,0.571277321,57,70,1426.207568,1584.364277,1,NA,NA,NA,NA,NA,NA
1997,1997-07-20,0,0,post,Los Angeles Sparks,Charlotte Sting,LAS,CHA,1488.060721,1496.214742,0.375790242,0.624209758,64,75,1477.237697,1507.037766,0,NA,NA,NA,NA,NA,NA
1997,1997-07-20,0,0,post,Phoenix Mercury,Sacramento Monarchs,PHO,SAC,1570.220028,1440.351817,0.571277321,0.428722679,70,57,1584.364277,1426.207568,0,NA,NA,NA,NA,NA,NA
1997,1997-07-21,0,0,post,Phoenix Mercury,Houston Comets,PHO,HOU,1584.364277,1567.069437,0.63646969,0.36353031,69,77,1566.818184,1584.61553,1,NA,NA,NA,NA,NA,NA
1997,1997-07-21,0,0,post,New York Liberty,Las Vegas Aces,NYL,LVA,1597.688794,1374.097879,0.851651073,0.148348927,71,78,1571.192229,1400.594444,1,NA,NA,NA,NA,NA,NA
1997,1997-07-21,0,0,post,Houston Comets,Phoenix Mercury,HOU,PHO,1567.069437,1584.364277,0.36353031,0.63646969,77,69,1584.61553,1566.818184,0,NA,NA,NA,NA,NA,NA
1997,1997-07-21,0,0,post,Las Vegas Aces,New York Liberty,LVA,NYL,1374.097879,1597.688794,0.148348927,0.851651073,78,71,1400.594444,1571.192229,0,NA,NA,NA,NA,NA,NA
1997,1997-07-22,0,0,post,Los Angeles Sparks,Cleveland Rockers,LAS,CLE,1477.237697,1466.296582,0.627965618,0.372034382,85,89,1465.245035,1478.289243,1,NA,NA,NA,NA,NA,NA
1997,1997-07-22,0,0,post,Charlotte Sting,New York Liberty,CHA,NYL,1507.037766,1571.192229,0.522787763,0.477212237,63,65,1499.874045,1578.35595,1,NA,NA,NA,NA,NA,NA
1997,1997-07-22,0,0,post,Cleveland Rockers,Los Angeles Sparks,CLE,LAS,1466.296582,1477.237697,0.372034382,0.627965618,89,85,1478.289243,1465.245035,0,NA,NA,NA,NA,NA,NA
1997,1997-07-22,0,0,post,New York Liberty,Charlotte Sting,NYL,CHA,1571.192229,1507.037766,0.477212237,0.522787763,65,63,1578.35595,1499.874045,0,NA,NA,NA,NA,NA,NA
1997,1997-07-24,0,0,post,Sacramento Monarchs,Houston Comets,SAC,HOU,1426.207568,1584.61553,0.389039243,0.610960757,76,86,1415.570464,1595.252634,1,NA,NA,NA,NA,NA,NA
1997,1997-07-24,0,0,post,Phoenix Mercury,Los Angeles Sparks,PHO,LAS,1566.818184,1465.245035,0.739855772,0.260144228,83,86,1553.268473,1478.794747,1,NA,NA,NA,NA,NA,NA
1997,1997-07-24,0,0,post,Houston Comets,Sacramento Monarchs,HOU,SAC,1584.61553,1426.207568,0.610960757,0.389039243,86,76,1595.252634,1415.570464,0,NA,NA,NA,NA,NA,NA
1997,1997-07-24,0,0,post,Los Angeles Sparks,Phoenix Mercury,LAS,PHO,1465.245035,1566.818184,0.260144228,0.739855772,86,83,1478.794747,1553.268473,0,NA,NA,NA,NA,NA,NA
1997,1997-07-25,0,0,post,New York Liberty,Charlotte Sting,NYL,CHA,1578.35595,1499.874045,0.713469599,0.286530401,61,64,1565.565898,1512.664097,1,NA,NA,NA,NA,NA,NA
1997,1997-07-25,0,0,post,Las Vegas Aces,Cleveland Rockers,LVA,CLE,1400.594444,1478.289243,0.503317402,0.496682598,66,77,1385.04758,1493.836107,1,NA,NA,NA,NA,NA,NA
1997,1997-07-25,0,0,post,Charlotte Sting,New York Liberty,CHA,NYL,1499.874045,1578.35595,0.286530401,0.713469599,64,61,1512.664097,1565.565898,0,NA,NA,NA,NA,NA,NA
1997,1997-07-25,0,0,post,Cleveland Rockers,Las Vegas Aces,CLE,LVA,1478.289243,1400.594444,0.496682598,0.503317402,77,66,1493.836107,1385.04758,0,NA,NA,NA,NA,NA,NA
1997,1997-07-26,0,0,post,Sacramento Monarchs,Los Angeles Sparks,SAC,LAS,1415.570464,1478.794747,0.524123453,0.475876547,62,84,1389.523908,1504.841304,1,NA,NA,NA,NA,NA,NA
1997,1997-07-26,0,0,post,Los Angeles Sparks,Sacramento Monarchs,LAS,SAC,1478.794747,1415.570464,0.475876547,0.524123453,84,62,1504.841304,1389.523908,0,NA,NA,NA,NA,NA,NA
1997,1997-07-27,0,0,post,Phoenix Mercury,Cleveland Rockers,PHO,CLE,1553.268473,1493.836107,0.690538325,0.309461675,64,76,1527.945041,1519.159539,1,NA,NA,NA,NA,NA,NA
1997,1997-07-27,0,0,post,Cleveland Rockers,Phoenix Mercury,CLE,PHO,1493.836107,1553.268473,0.309461675,0.690538325,76,64,1519.159539,1527.945041,0,NA,NA,NA,NA,NA,NA
1997,1997-07-28,0,0,post,Houston Comets,Cleveland Rockers,HOU,CLE,1595.252634,1519.159539,0.71065022,0.28934978,64,73,1573.120295,1541.291878,1,NA,NA,NA,NA,NA,NA
1997,1997-07-28,0,0,post,Cleveland Rockers,Houston Comets,CLE,HOU,1519.159539,1595.252634,0.28934978,0.71065022,73,64,1541.291878,1573.120295,0,NA,NA,NA,NA,NA,NA
1997,1997-07-29,0,0,post,Charlotte Sting,Phoenix Mercury,CHA,PHO,1512.664097,1527.945041,0.592075689,0.407924311,68,67,1517.053459,1523.555679,1,NA,NA,NA,NA,NA,NA
1997,1997-07-29,0,0,post,New York Liberty,Sacramento Monarchs,NYL,SAC,1565.565898,1389.523908,0.81364886300000006,0.186351137,73,68,1568.613609,1386.476197,1,NA,NA,NA,NA,NA,NA
1997,1997-07-29,0,0,post,Los Angeles Sparks,Las Vegas Aces,LAS,LVA,1504.841304,1385.04758,0.759530117,0.240469883,91,69,1515.006441,1374.882443,1,NA,NA,NA,NA,NA,NA
1997,1997-07-29,0,0,post,Phoenix Mercury,Charlotte Sting,PHO,CHA,1527.945041,1512.664097,0.407924311,0.592075689,67,68,1523.555679,1517.053459,0,NA,NA,NA,NA,NA,NA
1997,1997-07-29,0,0,post,Sacramento Monarchs,New York Liberty,SAC,NYL,1389.523908,1565.565898,0.186351137,0.81364886300000006,68,73,1386.476197,1568.613609,0,NA,NA,NA,NA,NA,NA
1997,1997-07-29,0,0,post,Las Vegas Aces,Los Angeles Sparks,LVA,LAS,1385.04758,1504.841304,0.240469883,0.759530117,69,91,1374.882443,1515.006441,0,NA,NA,NA,NA,NA,NA
1997,1997-07-30,0,0,post,Cleveland Rockers,Phoenix Mercury,CLE,PHO,1541.291878,1523.555679,0.637057335,0.362942665,79,67,1552.259511,1512.588045,1,NA,NA,NA,NA,NA,NA
1997,1997-07-30,0,0,post,Phoenix Mercury,Cleveland Rockers,PHO,CLE,1523.555679,1541.291878,0.362942665,0.637057335,67,79,1512.588045,1552.259511,0,NA,NA,NA,NA,NA,NA
1997,1997-07-31,0,0,post,Charlotte Sting,Sacramento Monarchs,CHA,SAC,1517.053459,1386.476197,0.770684476,0.229315524,85,61,1527.286547,1376.243109,1,NA,NA,NA,NA,NA,NA
