Player ID,Year,Player,Team,Pos,G,MP,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40,erO,erD,erT,Wins Added,W/40 gm,W/40 min
lennobe01w,2002,Betty Lennox,MIA,G,26,581,26,581,16,0.466,0.433,0.427,0.189,4.1,8.8,19.8,2.6,0.8,15.7,34.8,88,98,-0.2,0.7,0.5,0.035,-2.959160874,-0.587046486,-3.54620736,0.323462036,0.404327545,0.022269331
rileyru01w,2002,Ruth Riley,MIA,C,26,519,26,519,11.4,0.496,0.465,0,0.357,6.1,12.2,10,1.3,7.6,24.7,19.6,84,95,-0.5,0.9,0.4,0.028,-4.405603366,0.516027279,-3.889576088,0.1927213,0.240901625,0.014853279
nygaava01w,2002,Vanessa Nygaard,MIA,F,29,443,29,443,12.7,0.562,0.545,0.634,0.129,8,10.6,4.1,1.5,0.2,10.9,13.9,112,101,1,0.4,1.4,0.124,0.378103944,-1.637616885,-1.259512941,0.79360332,0.99200415,0.071657185
nevescl01w,2002,Claudia Neves,MIA,G,20,194,20,194,8.9,0.486,0.419,0.677,0.516,0,2.5,23.8,2.5,0,25.5,13.5,92,101,0.1,0.1,0.2,0.037,-1.566044958,-1.242845243,-2.808890201,0.18524018,0.231550225,0.038193852
castriz01w,2002,Iziane Castro Marques,MIA,F-G,19,182,19,182,6.3,0.398,0.34,0.236,0.347,5,6.6,8.3,2.3,0,17.8,28.5,76,101,-0.6,0.1,-0.4,-0.093,-6.605841214,-2.491157311,-9.096998525,-0.444153879,-0.555192349,-0.097616237
yamasli01w,2002,Lindsey Yamasaki,MIA,G-F,15,147,15,147,12.7,0.549,0.547,0.395,0.233,2.7,7.2,13.1,1.6,0.7,17.4,20,98,100,0.2,0.1,0.3,0.08,-1.438446577,-1.725925426,-3.164372003,0.11214697,0.140183713,0.030516182
mooreta01w,2002,Tamara Moore,MIA,G,5,83,5,83,11.4,0.476,0.36,0.36,0.4,4.7,5.9,24,5.1,0,27.2,25,85,95,-0.1,0.1,0.1,0.029,-2.469865795,1.362174474,-1.10769132,0.155492649,0.194365812,0.074936217
askamma01w,2002,Marlies Askamp,MIA,C,6,72,6,72,7.3,0.371,0.4,0,1.1,10.9,10.8,7.7,0.8,1.3,6.3,11.3,93,102,0,0,0.1,0.033,-1.610843721,-2.377447801,-3.988291522,0.022898216,0.028622769,0.012721231
stafftr01w,2002,Trisha Stafford-Odom,MIA,F,6,38,6,38,1.8,0.42,0.167,0,1.333,10.3,11.1,9.2,1.6,0,38.7,21,68,101,-0.2,0,-0.1,-0.132,-7.326959578,-4.385771639,-11.71273122,-0.146405103,-0.183006378,-0.154110634
moosca01w,2002,Carolyn Moos,MIA,F-C,2,6,2,6,-7.2,0,0,0,0,0,0,0,0,16.1,0,8.6,0,99,0,0,0,-0.154,-13.03357705,1.208198954,-11.82537809,-0.023481536,-0.02935192,-0.156543573
smithka01w,2002,Katie Smith,MIN,G,31,1138,31,1138,17.9,0.547,0.481,0.469,0.382,3,5.6,16.6,1.7,0.6,13,23.9,109,101,4,0.7,4.7,0.166,1.844576434,-0.518637662,1.325938772,3.627306023,4.534132529,0.127497576
willita02w,2002,Tamika Williams,MIN,F,31,1023,31,1023,18.3,0.585,0.568,0.05,0.489,13.2,15.5,11.3,2.6,1.2,21.6,16.9,104,96,2.1,1.6,3.7,0.144,2.361605586,0.972354318,3.333959904,4.369914939,5.462393674,0.170866664
abrossv01w,2002,Svetlana Abrosimova,MIN,F,27,805,27,805,12.6,0.428,0.408,0.19,0.367,7.9,12.5,18,3.1,1.1,20,28.9,81,95,-1.6,1.4,-0.2,-0.008,-3.521092947,0.784670298,-2.736422649,0.80014988,1.000187351,0.039759
mooreta01w,2002,Tamara Moore,MIN,G,26,653,26,653,11.6,0.502,0.442,0.395,0.308,4.3,8,25.7,2.1,1.3,27.5,20.9,89,99,-0.1,0.7,0.7,0.04,-1.867811356,-0.51546977,-2.383281126,0.773578478,0.966973097,0.047386124
pridely01w,2002,Lynn Pride,MIN,G-F,31,589,31,589,9,0.396,0.389,0.068,0.115,6,12.1,15.7,2.5,3.9,23.2,17.4,77,94,-1.1,1.1,0,0.003,-4.611020513,1.910290229,-2.700730284,0.596802502,0.746003127,0.040529881
schwege01w,2002,Georgia Schweitzer,MIN,G-F,30,509,30,509,12.4,0.619,0.563,0.379,0.345,1.9,6.9,15.2,1.8,0.9,21.2,12.6,111,100,1.1,0.5,1.5,0.121,0.02142443,-0.294206762,-0.272782332,1.183024389,1.478780486,0.092968518
harrokr01w,2002,Kristi Harrower,MIN,G,27,481,27,481,10.1,0.483,0.484,0.568,0.105,2.6,6.6,23.2,1.5,0,22,13.4,96,101,0.3,0.3,0.6,0.052,-0.908426892,-1.203236766,-2.111663658,0.640361286,0.800451607,0.053252498
gortmsh01w,2002,Shaunzinski Gortman,MIN,G,29,369,29,369,9.7,0.451,0.433,0.443,0.093,6.1,11.4,12.2,2.1,1.5,19.8,17.3,87,97,-0.1,0.5,0.4,0.042,-3.3528405,0.406100843,-2.946739657,0.324873037,0.406091297,0.035216589
vangomi01w,2002,Michele Van Gorp,MIN,C,22,352,22,352,12.3,0.502,0.467,0.078,0.244,11.6,12.6,8.9,1,2.9,16.7,17.2,99,99,0.4,0.3,0.8,0.089,-0.968281992,-1.054479445,-2.022761437,0.485518891,0.606898614,0.055172601
burseja01w,2002,Janell Burse,MIN,C,31,344,31,344,8.2,0.42,0.373,0.012,0.434,11.9,12.1,4.3,1.2,3.5,15.4,17.2,88,99,-0.1,0.4,0.3,0.031,-3.455962463,-0.832064254,-4.288026717,0.053729126,0.067161407,0.006247573
lennobe01w,2002,Betty Lennox,MIN,G,5,138,5,138,-2.1,0.296,0.26,0.479,0.208,2,8,23.7,2.2,0,27.6,26.6,59,98,-0.9,0.2,-0.7,-0.211,-10.10963542,-1.407720231,-11.51735565,-0.517123701,-0.646404626,-0.149890928
whitiva01w,2002,Val Whiting-Raymond,MIN,C-F,6,52,6,52,7.8,0.356,0.308,0,0.923,8.1,12,19.8,2.3,3.5,18,21.7,78,95,-0.1,0.1,0,-0.019,-5.272065842,0.590856268,-4.681209575,-0.002917669,-0.003647086,-0.002244361
stiresh01w,2002,Shanele Stires,MIN,F,9,22,9,22,15.6,0.615,0.625,0.5,0.5,25.6,18.9,9.7,0,4.2,29.1,15.8,104,101,0,0,0.1,0.108,0.985922491,-3.381534896,-2.395612405,0.025915887,0.032394859,0.047119794
robincr01w,2002,Crystal Robinson,NYL,F,32,1068,32,1068,17.1,0.566,0.528,0.599,0.238,2.9,6,15.8,2.7,1.1,13.5,19,110,98,3.1,1.3,4.4,0.166,2.373052523,0.713410339,3.086462862,4.436546682,5.545683352,0.166162797
johnsvi01w,2002,Vickie Johnson,NYL,G-F,31,1028,31,1028,17.4,0.541,0.508,0.249,0.2,5.8,7.5,18.1,1.6,0.4,11.9,19.3,110,100,3.1,0.8,3.9,0.154,2.496381616,-0.860853576,1.635528039,3.461896767,4.327370959,0.134704154
phillta01w,2002,Tari Phillips,NYL,F-C,32,1009,32,1009,20,0.526,0.491,0.005,0.338,9.7,15.6,9.7,3.5,1.4,17.8,27.2,95,91,1.2,2.4,3.5,0.14,0.317171304,2.07612268,2.393293984,3.812349116,4.765436395,0.151133761
whitmta01w,2002,Tamika Whitmore,NYL,F,32,977,32,977,18.7,0.54,0.477,0.003,0.484,6.2,10.2,5.3,1.7,4.4,11.5,22.9,105,96,2.6,1.4,4,0.164,0.323126174,0.730310635,1.053436809,2.981888593,3.727360742,0.122083463
weathte01w,2002,Teresa Weatherspoon,NYL,G,32,954,32,954,9.1,0.392,0.351,0.175,0.474,3.4,6.4,34,2.7,0.3,36.2,11.9,86,98,-0.4,1.1,0.7,0.029,-0.391822596,0.084656363,-0.307166232,2.208113175,2.760141469,0.092583362
hammobe01w,2002,Becky Hammon,NYL,G,32,659,32,659,16.7,0.578,0.553,0.579,0.284,3.9,7.3,17.6,2.3,0,19.9,22.1,101,98,1.3,0.7,2,0.121,0.912290334,-0.667051182,0.245239152,1.722632835,2.153291044,0.104560415
wickssu01w,2002,Sue Wicks,NYL,F,30,428,30,428,8.8,0.403,0.343,0.014,0.386,9.9,16.6,6,3.1,3.5,26.8,13.8,78,89,-0.6,1.1,0.5,0.044,-4.338022917,2.394721596,-1.943301321,0.611069231,0.763836539,0.057109274
hledeko01w,2002,Korie Hlede,NYL,G,16,129,16,129,2,0.434,0.423,0.038,0.346,4.4,8.7,18.1,2.8,1.5,41.2,20.8,63,95,-0.6,0.2,-0.4,-0.129,-7.824809953,-0.942329917,-8.76713987,-0.292967769,-0.366209711,-0.090842719
coopeca01w,2002,Camille Cooper,NYL,C,23,119,23,119,4.3,0.428,0.393,0,0.286,6,9.5,5,2.1,4.2,24.1,18.4,74,95,-0.3,0.2,-0.1,-0.026,-6.373982698,-0.200700322,-6.57468302,-0.128837327,-0.161046659,-0.043306665
frohlli01w,2002,Linda Frohlich,NYL,F-C,16,67,16,67,-0.4,0.255,0.1,0.4,0.4,6.4,13.7,2.6,1.8,0,25.4,12.4,56,95,-0.2,0.1,-0.1,-0.066,-7.857697302,-1.011792116,-8.869489419,-0.155878557,-0.194848196,-0.093061825
ngoyibe01w,2002,Bernadette Ngoyisa,NYL,C,7,12,7,12,34.6,0.6,0.6,0,0,11.8,29.4,0,0,16.6,0,22,124,80,0.1,0,0.1,0.356,0.48037775,6.489442599,6.969820349,0.075108104,0.09388513,0.250360346
johnssh01w,2002,Shannon Johnson,ORL,G,31,1110,31,1110,21.4,0.516,0.431,0.198,0.55,5.7,7.7,30.7,2.7,0.6,16.9,25.7,105,102,3.6,0.6,4.2,0.152,3.19859392,-0.950772981,2.247820939,4.059235348,5.074044185,0.146278751
salesny01w,2002,Nykesha Sales,ORL,F-G,32,1042,32,1042,17.1,0.51,0.461,0.306,0.282,4.5,7.7,12.2,3.3,0.6,14.4,23.3,100,100,1.9,0.9,2.8,0.109,1.166065059,0.036864517,1.202929576,3.227183343,4.033979179,0.123884197
douglka01w,2002,Katie Douglas,ORL,G-F,32,830,32,830,19,0.578,0.52,0.385,0.327,6.4,10.8,12.6,3.4,1.4,15.2,16.4,114,98,2.6,1,3.6,0.173,2.658856836,1.239517277,3.898374113,3.769322686,4.711653358,0.181654105
johnsad01w,2002,Adrienne Johnson,ORL,G,32,602,32,602,8.6,0.44,0.425,0.337,0.094,3,5.1,7.2,1.4,0.3,12.1,17.5,90,106,0,0,0,-0.002,-2.216192937,-2.756500345,-4.972693282,-0.127539192,-0.15942399,-0.008474365
wyckobr01w,2002,Brooke Wyckoff,ORL,F,32,514,32,514,8.2,0.413,0.4,0.526,0.074,7.1,11.7,11.1,2.1,3.2,23.4,12.3,85,99,-0.3,0.5,0.2,0.019,-2.659567732,-0.53934224,-3.198909972,0.379616108,0.474520135,0.02954211
palmewe01w,2002,Wendy Palmer,ORL,F,16,501,16,501,17.6,0.545,0.517,0.405,0.264,5.2,12.4,8.6,2.6,1.1,12.2,18.5,108,98,1.3,0.6,1.9,0.148,1.515325607,0.267252203,1.782577809,1.707250982,2.134063728,0.136307464
hicksje01w,2002,Jessie Hicks,ORL,C-F,31,471,31,471,18.2,0.526,0.477,0,0.412,16.6,14.4,10.5,2.3,4.8,22,24.2,97,100,0.6,0.4,1.1,0.091,0.284670072,-1.111506643,-0.826836571,0.946490873,1.183113591,0.08038139
machacl01w,2002,Clarisse Machanguana,ORL,C-F,29,428,29,428,12.5,0.552,0.535,0,0.219,7.9,10,8.3,1.6,0.8,20.9,18.2,97,103,0.4,0.2,0.6,0.056,-0.346534807,-2.846105237,-3.192640044,0.317538436,0.396923045,0.029676489
mcwilta01w,2002,Taj McWilliams-Franklin,ORL,F-C,13,383,13,383,16,0.575,0.506,0.037,0.378,7.1,10.9,6.6,2.9,3.3,18.7,15.1,106,98,0.8,0.4,1.2,0.125,1.11211062,0.843818202,1.955928823,1.340718271,1.675897839,0.140022796
powelel01w,2002,Elaine Powell,ORL,G,15,308,15,308,9.7,0.398,0.364,0.111,0.263,3,6.9,19.3,3.8,1.2,21.4,22.4,78,99,-0.7,0.3,-0.3,-0.044,-3.619676468,0.29011011,-3.329566358,0.205912065,0.257390081,0.026741827
dossaci01w,2002,Cintia dos Santos,ORL,C,26,260,26,260,13.9,0.601,0.491,0.019,0.868,7.5,9,7.4,0.9,4.5,21.5,17.6,107,104,0.6,0.1,0.7,0.111,-0.505621189,-2.60964091,-3.115262099,0.20367676,0.25459595,0.031334886
mccaiti01w,2002,Tiffany McCain,ORL,G,16,51,16,51,0.4,0.298,0.2,0.4,0.4,2.5,3.9,6.8,3.4,0,20.3,14.2,64,102,-0.1,0,-0.1,-0.096,-6.077016942,-1.074483205,-7.151500148,-0.070343631,-0.087929539,-0.055171476
cunnida01w,2002,Davalyn Cunningham,ORL,F,6,21,6,21,-9,0,0,0,0,6.2,6.3,0,5.5,0,16.7,14,11,97,-0.2,0,-0.1,-0.259,-10.86759852,1.334523524,-9.533074997,-0.055762558,-0.069703197,-0.106214396
mcgheca01w,2002,Carla McGhee,ORL,F,2,4,2,4,58.5,0.563,0.5,0,0.25,32.5,16.6,0,0,0,0,54.6,127,112,0.1,0,0.1,0.524,16.77833427,-6.569555249,10.20877902,0.031690137,0.039612672,0.316901374
harrili01w,2002,Lisa Harrison,PHO,F,32,899,32,899,13.6,0.52,0.5,0.025,0.095,6.2,9.3,9.2,2,0.3,15.1,16.1,100,104,1.1,0.2,1.4,0.06,0.363729857,-1.487672314,-1.123942456,1.695947123,2.119933904,0.075459271
williad01w,2002,Adrian Williams-Strong,PHO,C-F,32,878,32,878,14.1,0.512,0.467,0,0.355,9.5,16.7,7.5,3.1,2.9,24.4,14.3,92,96,0.2,1.3,1.5,0.069,-0.9360012,1.866903196,0.930901996,2.641896055,3.302370069,0.120359729
gilloje01w,2002,Jennifer Gillom,PHO,F-C,31,874,31,874,20.3,0.517,0.46,0.233,0.328,5.4,8.9,9.9,1.9,2.1,11.8,28.9,102,103,2.3,0.4,2.6,0.121,0.58856771,-1.189499265,-0.600931555,1.898493966,2.373117458,0.086887596
grubigo01w,2002,Gordana Grubin,PHO,G,32,859,32,859,15.4,0.478,0.433,0.31,0.266,2.4,5,24.9,2.4,0.3,14.9,22.1,98,105,1.1,0.1,1.3,0.059,0.352650039,-1.19594588,-0.843295841,1.752181491,2.190226863,0.081591688
moisead01w,2002,Adriana Moises,PHO,G,32,619,32,619,12.5,0.507,0.442,0.402,0.366,3.2,6.5,24.6,2.8,0.4,27.4,20.7,88,103,-0.2,0.3,0.1,0.006,-1.429451293,-1.359641275,-2.789092568,0.604670681,0.755838352,0.039074034
reidtr01w,2002,Tracy Reid,PHO,F,24,421,24,421,10.7,0.437,0.41,0.009,0.239,10.2,12.2,6.6,3,0.4,21.8,19.1,81,101,-0.6,0.3,-0.3,-0.025,-2.543272817,-0.961739009,-3.505011826,0.24660564,0.30825705,0.023430465
chriska01w,2002,Kayte Christensen,PHO,F,30,413,30,413,14.4,0.543,0.505,0.011,0.368,12.3,12.9,7.2,3.3,2.7,22.5,16.8,97,99,0.4,0.4,0.9,0.083,-0.332370314,0.46334591,0.130975596,1.062241341,1.327801676,0.102880517
vealkr01w,2002,Kristen Veal,PHO,G,23,361,23,361,4.5,0.419,0.386,0.595,0.165,2.2,5,20.5,2.2,0.5,33.1,17.1,72,105,-0.9,0.1,-0.9,-0.098,-4.565390739,-2.414535726,-6.979926464,-0.473812343,-0.592265429,-0.052499983
tuvicsl01w,2002,Slobodanka Tuvic,PHO,C,26,320,26,320,8,0.472,0.396,0.078,0.416,4.5,13.1,6.5,1.6,2.4,25.4,18.6,80,100,-0.5,0.3,-0.2,-0.022,-5.187081237,-1.255116842,-6.442198079,-0.326000529,-0.407500661,-0.040750066
bonfisu01w,2002,Susanna Bonfiglio,PHO,G,22,306,22,306,15.2,0.525,0.483,0.067,0.281,6.8,8.1,15.7,2.2,0,15.3,18.8,103,104,0.6,0.1,0.7,0.087,0.534825226,-1.637177693,-1.102352467,0.580872416,0.72609052,0.075931035
saundja01w,2002,Jaynetta Saunders,PHO,F,28,302,28,302,11.6,0.423,0.379,0.039,0.311,4.3,8.4,15.5,1.7,1.1,14.6,22.1,87,104,-0.2,0.1,-0.1,-0.013,-3.176464192,-2.2914995,-5.467963692,-0.146938448,-0.18367306,-0.019462046
reedbr01w,2002,Brandy Reed,PHO,F,5,85,5,85,9.6,0.414,0.366,0.122,0.268,1.5,3.1,10.6,1.3,3,14.9,30.9,80,106,-0.2,0,-0.2,-0.099,-5.95466386,-3.106471479,-9.061135339,-0.208200127,-0.260250158,-0.09797653
zakalok01w,2002,Oksana Zakaluzhnaya,PHO,C,5,37,5,37,-3.7,0.387,0.333,0,0.667,0,5.4,0,0,0,34,15.5,53,109,-0.2,0,-0.2,-0.199,-8.958500138,-5.78419924,-14.74269938,-0.205465189,-0.256831487,-0.222124529
barnequ01w,2002,Quacy Barnes,PHO,C,2,13,2,13,0.6,0.171,0,0,0.571,0,5.1,0,4.4,13.3,0,32.8,45,92,-0.1,0,-0.1,-0.308,-16.90758629,6.431892475,-10.47569381,-0.041887977,-0.052359971,-0.128886083
mahonsh01w,2002,Shea Mahoney,PHO,F,3,13,3,13,16.4,0.727,0.667,0.333,0.333,20,10.3,16.5,0,0,22.5,16.6,127,112,0.1,0,0.1,0.179,4.631127542,-6.752273056,-2.121145514,0.017442543,0.021803178,0.053669362
figgsuk01w,2002,Ukari Figgs,POR,G,31,866,31,866,14.4,0.507,0.442,0.517,0.28,2,6.1,22.1,1.6,0.2,14.4,16.9,106,101,1.9,0.6,2.5,0.117,1.29741101,-0.556052628,0.741358382,2.486975604,3.108719505,0.114871852
walkede01w,2002,DeMya Walker,POR,F,31,848,31,848,15.5,0.516,0.488,0.042,0.331,8.5,12,12.6,1.7,3.3,21.5,23.8,91,97,0.2,1.1,1.3,0.063,-1.075933147,-0.178930333,-1.25486348,1.521261191,1.901576488,0.071757603
crawlsy01w,2002,Sylvia Crawley,POR,F,32,819,32,819,12.4,0.448,0.414,0.06,0.222,7.4,10.8,11.5,1.2,3.8,16.6,21.9,88,98,-0.2,0.9,0.7,0.036,-2.452399452,-0.374616593,-2.827016045,0.774003545,0.967504431,0.037802371
jacksta02w,2002,Tamicha Jackson,POR,G,32,692,32,692,19.5,0.491,0.46,0.261,0.227,3.8,5.6,29.6,4.5,0.1,16.7,26.7,97,96,1,1,2,0.118,1.685251128,2.136926328,3.822177456,3.138412897,3.923016121,0.18141115
burraal01w,2002,Alisa Burras,POR,C,32,633,32,633,20.2,0.665,0.629,0,0.28,10.8,15.3,2.4,0.9,0.9,19,19.6,112,99,2.1,0.7,2.8,0.176,2.679746655,-1.438963449,1.240783206,1.988544054,2.485680067,0.125658392
thomast01w,2002,Stacey Thomas,POR,F,32,621,32,621,13.1,0.409,0.378,0.264,0.412,7.2,10,19.3,3.8,1.6,17.1,16.3,90,95,0,1.1,1.1,0.071,-0.257408417,2.307076707,2.049668289,2.222071996,2.777589995,0.143128631
folklkr01w,2002,Kristin Folkl,POR,F,32,602,32,602,15.5,0.548,0.492,0.024,0.278,9,16.2,9.9,1.7,2.4,18.5,13.9,106,95,1.1,1,2.1,0.139,0.077908139,0.882081804,0.959989943,1.799887297,2.249859121,0.11959384
beviltu01w,2002,Tully Bevilaqua,POR,G,27,421,27,421,10.6,0.569,0.533,0.59,0.475,2.2,5.2,18,3,0.6,26.8,11.5,100,99,0.4,0.5,0.9,0.086,0.169391292,0.739481226,0.908872519,1.247105251,1.558881563,0.11848981
stileja01w,2002,Jackie Stiles,POR,G,21,382,21,382,6.6,0.422,0.374,0.326,0.222,2.4,3.1,9.9,0.6,0,12.4,21.3,88,106,-0.1,0,-0.1,-0.015,-3.348547579,-3.236147488,-6.584695067,-0.414046905,-0.517558631,-0.043355697
barksla01w,2002,LaQuanda Barksdale,POR,G,17,285,17,285,10.9,0.445,0.381,0.218,0.257,8.3,9.3,8.2,1.6,2.1,17,22.9,88,100,-0.1,0.3,0.1,0.021,-2.998405036,-0.96421993,-3.962624966,0.094588473,0.118235592,0.013275575
youngca01w,2002,Carolyn Young,POR,G,19,186,19,186,12,0.491,0.419,0.297,0.324,3.5,5,12.9,1.2,0,17.6,26.5,93,103,0.1,0.1,0.2,0.037,-2.366672356,-2.962897683,-5.329570039,-0.075551346,-0.094439182,-0.016247601
hallam01w,2002,Amber Hall,POR,F,20,104,20,104,10.8,0.483,0.458,0,0.667,10.1,16.5,1.8,3.8,0.8,27.9,19.9,78,91,-0.2,0.2,0,0.011,-3.996961542,1.588297831,-2.408663711,0.121778574,0.152223217,0.046837913
moweje01w,2002,Jenny Mowe,POR,C,5,16,5,16,-5.3,0.266,0,0,2,8.2,4.1,0,0,0,34.7,8.7,53,108,0,0,0,-0.124,-5.83267171,-5.427726882,-11.26039859,-0.057736475,-0.072170594,-0.144341189
smithta01w,2002,Tangela Smith,SAC,C,32,1063,32,1063,17.2,0.489,0.44,0.097,0.232,6.8,11.5,9,1.5,3.8,11,24.8,98,100,1.6,1,2.6,0.099,-0.530711746,-0.022218149,-0.552929895,2.274712809,2.843391011,0.085595966
hollake01w,2002,Kedra Holland-Corn,SAC,G,32,902,32,902,9.9,0.448,0.405,0.525,0.241,4,6.5,14.5,2.6,0.5,19.7,22.3,83,102,-1,0.5,-0.5,-0.022,-2.721801159,-0.800650291,-3.52245145,0.505929749,0.632412186,0.022435909
penicti01w,2002,Ticha Penicheiro,SAC,G,24,853,24,853,18,0.497,0.403,0.201,0.648,1.1,7.8,43.1,4.3,0.1,25.2,15.7,100,96,1.2,1.3,2.4,0.114,2.6913619,2.586030666,5.277392566,4.469797924,5.587247405,0.209603654
groomla01w,2002,Lady Grooms,SAC,F,32,850,32,850,11.1,0.522,0.431,0.006,0.459,5.7,7.6,9.2,1.4,0.8,17.5,15.2,100,104,1,0.2,1.2,0.058,-0.463918823,-2.098230352,-2.562149175,0.910796243,1.138495303,0.042861
boltoru01w,2002,Ruthie Bolton,SAC,G,32,737,32,737,18.8,0.499,0.464,0.418,0.244,5.4,8.3,11.9,3.5,0.2,9.1,25.5,101,99,1.6,0.8,2.3,0.127,0.998009494,1.101482589,2.099492083,2.616561773,3.270702217,0.142011494
frettla01w,2002,La'Keshia Frett,SAC,F,32,648,32,648,10.9,0.481,0.463,0.08,0.091,5.9,9.5,7.7,0.4,2.6,12.2,16.7,95,104,0.4,0.2,0.6,0.039,-2.043582355,-2.368224872,-4.411807228,0.057020932,0.071276165,0.003519811
griffyo01w,2002,Yolanda Griffith,SAC,C-F,17,577,17,577,23.9,0.613,0.52,0,0.709,14.7,16.7,7.6,1.6,2,16.1,23.7,114,99,2.7,0.6,3.2,0.225,4.046023878,-0.74877628,3.297247598,2.416001152,3.02000144,0.167487082
nagyan01w,2002,Andrea Nagy,SAC,G,24,409,24,409,4.7,0.333,0.307,0.318,0.364,0.9,4.6,31.7,1.4,0.9,37.8,9.8,74,104,-0.6,0.1,-0.5,-0.051,-2.813287336,-2.211801128,-5.025088464,-0.097386348,-0.121732935,-0.009524337
bauerca01w,2002,Cass Bauer-Bilodeau,SAC,C,25,233,25,233,-0.9,0.338,0.298,0,0.263,7.7,11.4,0.8,0.5,1.9,28.2,18.6,58,103,-1.1,0.1,-1,-0.171,-8.963140452,-3.847264468,-12.81040492,-1.020037013,-1.275046266,-0.17511365
maigaha01w,2002,Hamchetou Maiga-Ba,SAC,F,23,197,23,197,2.7,0.302,0.245,0,0.566,11.7,12.2,8.7,4.4,1.3,25.8,22.1,61,96,-1,0.3,-0.7,-0.15,-7.542368134,0.56223305,-6.980135084,-0.251702378,-0.314627973,-0.051107082
wolteka01w,2002,Kara Wolters,SAC,C,14,78,14,78,7.1,0.37,0.321,0,0.357,13.2,19.2,8.1,0,3.4,15.6,24.1,78,99,-0.2,0.1,-0.1,-0.045,-7.032258885,-2.670591338,-9.702850223,-0.212584525,-0.265730657,-0.109017705
campbed01w,2002,Edna Campbell,SAC,G,1,12,1,12,13.7,0.4,0.4,0.4,0,0,5.4,0,4.8,0,0,20.4,85,97,0,0,0,0.031,-2.4071878,3.190220336,0.783032536,0.034203341,0.042754177,0.114011138
fordst01w,2002,Stacey Ford,SAC,F,5,12,5,12,5.3,0.347,0.5,0,1,21.4,10.8,16.3,0,0,25.8,15.8,76,111,0,0,0,-0.119,-1.898259285,-7.070609537,-8.968868822,-0.0280219,-0.035027375,-0.093406333
ambermo01w,2002,Monique Ambers,SAC,F,2,4,2,4,-10.2,,,,,0,0,0,0,0,,0,,110,0,0,0,-0.028,-6.044457494,-4.828957734,-10.87341523,-0.013391497,-0.016739371,-0.133914966
birdsu01w,2002,Sue Bird,SEA,G,32,1121,32,1121,19.7,0.543,0.479,0.379,0.299,1.9,4.9,35.4,2.9,0.2,20.4,23,106,98,3.4,1.4,4.8,0.172,3.063801969,0.109411967,3.173213936,4.70942476,5.886780949,0.168043702
jacksla01w,2002,Lauren Jackson,SEA,F-C,28,882,28,882,24.5,0.48,0.448,0.26,0.195,9.4,14.1,11.5,2,8,8.6,30.1,103,91,2.6,2,4.6,0.209,0.300467322,2.99343923,3.293906552,3.763064376,4.70383047,0.170660516
vodicka01w,2002,Kamila Vodichkova,SEA,F-C,32,817,32,817,17.9,0.537,0.492,0.155,0.273,9.4,14.1,12.1,2.6,1.9,16.7,19.5,105,93,1.9,1.6,3.5,0.17,1.180293514,1.076940625,2.257234139,3.02665331,3.783316637,0.148183761
edwarsi01w,2002,Simone Edwards,SEA,C,32,694,32,694,15.6,0.586,0.535,0.006,0.462,8.4,13.3,5.5,1.8,1.5,18.8,16.3,106,95,1.5,1.1,2.6,0.149,0.737186402,-0.17391136,0.563275043,1.933760797,2.417200996,0.111455954
lassiam01w,2002,Amanda Lassiter,SEA,F,24,554,24,554,10.4,0.458,0.438,0.508,0.131,5.2,7.5,18.7,2.8,3,26.3,16.3,86,95,-0.3,0.9,0.6,0.045,-1.685977117,0.592685147,-1.09329197,1.046213328,1.30776666,0.075538868
barnead01w,2002,Adia Barnes,SEA,F,26,493,26,493,10.4,0.364,0.338,0.036,0.261,11.5,13.6,10.5,3.8,1.6,16.8,14.6,85,92,-0.3,1.1,0.8,0.065,-1.65679983,2.130192744,0.473392914,1.349675772,1.687094715,0.109507162
randase01w,2002,Semeka Randall,SEA,G,21,458,21,458,11.3,0.431,0.368,0.143,0.383,10.5,9.8,12.3,2.5,0.2,18.8,20.2,89,98,0,0.6,0.5,0.046,-1.342336831,-0.759475352,-2.101812183,0.614550113,0.768187641,0.053672499
raglafe01w,2002,Felicia Ragland,SEA,G,31,432,31,432,14,0.513,0.472,0.44,0.224,7.9,7.3,10.6,3.6,0.2,17.4,18.6,100,96,0.7,0.6,1.3,0.12,0.460462446,0.6817079,1.142170346,1.339279399,1.674099249,0.124007352
marcimi01w,2002,Michelle Marciniak,SEA,G,23,280,23,280,10.2,0.446,0.368,0.118,0.426,3.6,6.6,25.6,2.3,0.6,23.6,18.3,90,98,0,0.3,0.4,0.051,-2.080094484,-0.964511409,-3.044605893,0.232618313,0.290772891,0.033231188
henniso01w,2002,Sonja Henning,SEA,G,8,207,8,207,7.3,0.379,0.364,0.182,0.182,4.9,8.2,12.6,2.5,0.4,22.8,7.2,90,97,0,0.3,0.3,0.055,-0.971876186,0.740401074,-0.231475112,0.487611627,0.609514534,0.094224469
starbka01w,2002,Kate Starbird,SEA,F-G,9,186,9,186,12.3,0.553,0.511,0.25,0.205,2,6.7,12.7,1.9,1.9,18.7,15.4,103,97,0.3,0.2,0.5,0.112,-0.567322249,-0.278112295,-0.845434543,0.376244628,0.470305786,0.080912823
