Player ID,Year,Player,Team,Pos,G,MP,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,,OWS,DWS,WS,WS/40,team code,Tm WS,Tm MP,EWA,Tm EWA,EWSA,Consensus Wins,CW/40
carlebr01w,2024,Bridget Carleton,MIN,F,5,140,5,140,12.5,0.554,0.518,0.821,0.143,3.7,7.3,11.4,2.9,1.7,9.2,10.6,117,94,0,0.2,0.4,0.6,0.173,2024_MIN,4.4,1076,0.117014925,3.04038806,0.293916107,0.446958054,0.127702301
carridi01w,2021,DiJonai Carrington,CON,G-F,24,220,24,220,5.5,0.384,0.348,0.256,0.183,8.8,13.5,9.1,3.2,1.3,19.9,23.2,77,92,0,-0.6,0.6,0,-0.002,2021_CON,28.6,6450,-0.582288557,17.31781095,-0.197469706,-0.098734853,-0.017951791
carridi01w,2022,DiJonai Carrington,CON,G-F,36,631,36,631,11.1,0.516,0.461,0.305,0.374,7.5,10.7,9.2,2.4,0.4,20,20.5,96,99,0,0,1.2,1.3,0.081,2022_CON,29.3,7250,0.087900498,20.86502488,0.822034195,1.061017097,0.067259404
carridi01w,2023,DiJonai Carrington,CON,G-F,32,550,32,550,14.2,0.518,0.469,0.278,0.332,5.9,10,12.9,1.9,0.5,12.3,24.1,101,102,0,0.5,0.8,1.3,0.097,2023_CON,25.7,8074,0.924875622,19.14841791,1.37116868,1.33558434,0.097133407
carridi01w,2024,DiJonai Carrington,CON,G-F,5,161,5,161,13.9,0.49,0.402,0.152,0.364,6.4,10,7.5,1.3,1.2,12.6,24.3,101,104,0,0.2,0.2,0.3,0.085,2024_CON,3.8,1027,0.246706468,2.985800995,0.374346234,0.337173117,0.083769718
carsoes01w,2008,Essence Carson,NYL,G,34,646,34,646,11.1,0.42,0.392,0.118,0.188,4.6,7.1,9.3,2.6,1,11.7,21.4,87,99,0,-0.4,0.7,0.3,0.02,2008_NYL,18.5,6901,0.08999005,15.66078607,0.355767792,0.327883896,0.020302408
carsoes01w,2009,Essence Carson,NYL,G,34,859,34,859,12.6,0.497,0.461,0.318,0.15,3.4,5.1,10.7,2.3,1,13.6,21.4,95,101,0,0.4,1,1.3,0.062,2009_NYL,15.7,6902,0.760706468,11.13908458,1.328342855,1.314171428,0.06119541
carsoes01w,2010,Essence Carson,NYL,G,34,325,34,325,12.9,0.46,0.423,0.203,0.26,5.5,10.6,13.4,2.3,2.1,15.9,23.4,90,100,0,-0.2,0.5,0.3,0.039,2010_NYL,21.9,6875,0.336318408,16.35363184,0.598510357,0.449255179,0.055292945
carsoes01w,2011,Essence Carson,NYL,G,32,725,32,725,18.9,0.511,0.475,0.195,0.252,5.1,7.7,13.6,2.8,2.4,11.5,24.9,104,98,0,1.6,1.2,2.7,0.151,2011_NYL,19.9,6849,2.914427861,13.91389055,3.548086695,3.124043347,0.172361012
carsoes01w,2012,Essence Carson,NYL,G,34,927,34,927,14.4,0.47,0.446,0.266,0.137,3.7,7.5,11.6,2.1,2.2,12.3,23.1,95,103,0,0.4,0.8,1.2,0.053,2012_NYL,10.9,6800,1.651074627,9.757114428,1.806876822,1.503438411,0.064873286
carsoes01w,2013,Essence Carson,NYL,G,4,118,4,118,19.4,0.617,0.563,0.075,0.35,3.8,10.4,12.4,0.9,1.3,17.8,21.3,108,101,0,0.3,0.1,0.4,0.145,2013_NYL,6.8,6876,0.503701493,3.865462687,0.554061499,0.477030749,0.161705339
carsoes01w,2014,Essence Carson,NYL,G,26,365,26,365,5.9,0.417,0.389,0.242,0.121,2.9,6.9,10.7,1.3,0.9,20,16.4,78,101,0,-0.6,0.4,-0.3,-0.028,2014_NYL,12.5,6872,-0.893432836,8.14440796,-0.662089545,-0.481044772,-0.052717235
carsoes01w,2015,Essence Carson,NYL,G,33,642,33,642,9.9,0.45,0.41,0.239,0.215,3.3,6.9,11.9,1.2,0.8,12.5,18.2,93,97,0,0.1,1,1.1,0.068,2015_NYL,22.7,6850,-0.293850746,13.60054726,0.558973875,0.829486938,0.051681429
carsoes01w,2016,Essence Carson,LAS,G,34,791,34,791,12.7,0.549,0.5,0.282,0.242,2,5.4,10.2,2.4,0.8,14.3,17.4,102,101,0,0.7,1.3,2,0.101,2016_LAS,26.1,6614,0.739840796,21.25408955,1.319386482,1.659693241,0.083928862
carsoes01w,2017,Essence Carson,LAS,G,24,464,24,464,9.4,0.498,0.447,0.346,0.231,3.2,5.5,9,1.7,1.5,13.6,13.2,100,101,0,0.2,0.7,1,0.084,2017_LAS,28.9,6849,-0.327800995,22.1039403,0.132612452,0.566306226,0.048819502
carsoes01w,2018,Essence Carson,LAS,G,34,786,34,786,11.9,0.535,0.519,0.466,0.069,1.5,6.9,6.3,2,1.3,8.1,15.7,103,103,0,0.5,1.3,1.8,0.091,2018_LAS,19.5,6825,0.422328358,15.47477612,0.885892603,1.342946301,0.068343323
carsoes01w,2019,Essence Carson,PHO,G,23,425,23,425,11.5,0.461,0.406,0.32,0.289,3.1,6.9,14.4,1.5,1.5,10.5,18,95,104,0,0.1,0.3,0.4,0.042,2019_PHO,14.7,6825,0.143781095,13.59587065,0.212536402,0.306268201,0.028825242
carsoes01w,2020,Essence Carson,WAS,G,10,168,10,168,1.9,0.349,0.339,0.39,0.102,4.2,6.5,4.7,1.6,0.6,14,19.8,69,109,0,-0.7,0.1,-0.6,-0.133,2020_WAS,9.1,4451,-0.745552239,8.230189055,-0.71272181,-0.656360905,-0.156276406
carsoes01w,2020,Essence Carson,CON,G,11,123,11,123,5.6,0.419,0.4,0.525,0.1,0.9,8.1,9,1.7,0.7,12.6,17,84,103,0,-0.2,0.2,0,0,2020_CON,11.3,4426,-0.319432836,7.940636816,-0.226075025,-0.113037512,-0.036760167
carteam01w,2004,Amisha Carter,DET,F,2,13,2,13,-3.9,0.568,0,0,0,0,19,0,8.6,0,77.3,13.8,25,75,0,-0.1,0.1,0,-0.143,2004_DET,15.5,6850,-0.09520398,14.20079602,-0.092738338,-0.046369169,-0.142674365
carteam01w,2005,Amisha Carter,NYL,F,3,13,3,13,-12.2,0,0,0,0,0,10.6,0,0,0,50,8.3,0,103,0,-0.1,0,-0.1,-0.216,2005_NYL,19.7,6925,-0.148885572,19.79940299,-0.149072177,-0.124536089,-0.383187965
cartear01w,2019,Arica Carter,PHO,G,6,24,6,24,-8.3,0.2,0.2,0.8,0,0,0,6.6,2.2,0,28.6,13.8,36,107,0,-0.1,0,-0.1,-0.229,2019_PHO,14.7,6825,-0.228298507,13.59587065,-0.224415855,-0.162207927,-0.270346546
cartech01w,2020,Chennedy Carter,ATL,G,16,406,16,406,19.7,0.55,0.5,0.143,0.299,2.2,5.1,26.3,1.7,1.1,14.5,31.9,104,111,0,0.7,0.1,0.9,0.086,2020_ATL,5.1,4449,1.793671642,5.932845771,1.717669083,1.308834542,0.128949216
cartech01w,2021,Chennedy Carter,ATL,G,11,280,11,280,16.6,0.521,0.458,0.068,0.303,1.8,2.8,23.6,1.5,1.3,13.3,27.2,101,112,0,0.4,-0.1,0.3,0.048,2021_ATL,8.5,6451,0.805174129,12.60173134,0.627142076,0.463571038,0.066224434
cartech01w,2022,Chennedy Carter,LAS,G,24,393,24,393,13.7,0.5,0.455,0.053,0.291,2.7,7,22.2,1.9,2.1,16.8,29.5,91,110,0,-0.4,0.1,-0.3,-0.028,2022_LAS,7.5,7226,0.563104478,11.87730348,0.325036353,0.012518176,0.001274115
cartech01w,2024,Chennedy Carter,CHI,G,4,62,4,62,19.7,0.539,0.5,0.088,0.147,3.3,11.4,22.5,3.3,2.5,12.1,27.9,107,99,0,0.1,0.1,0.3,0.166,2024_CHI,2.1,800,0.273910448,2.044129353,0.278240423,0.289120211,0.186529169
cartede01w,1997,Deborah Carter,UTA,G-F,18,286,18,286,9.9,0.422,0.391,0.09,0.179,8.5,9.9,5.8,2.4,0.3,14.3,15.3,87,101,0,0.1,-0.1,0,0.005,1997_UTA,1,5650,-0.130905473,5.561343284,-0.361798248,-0.180899124,-0.025300577
cartede01w,1998,Deborah Carter,WAS,G-F,29,434,29,434,4.6,0.357,0.313,0.34,0.181,5.3,9.2,10.4,1.9,0.7,20.5,20,71,105,0,-1.1,-0.2,-1.3,-0.12,1998_WAS,-4.5,6025,-1.343024876,0.261542289,-1.68601398,-1.49300699,-0.137604331
cartesy01w,2012,Sydney Carter,CHI,G,1,9,1,9,3.8,0.333,0.333,0.333,0,0,0,0,5.9,0,14.3,35,62,96,0,-0.1,0,0,-0.211,2012_CHI,17.8,6951,-0.031432836,11.36262687,-0.023097868,-0.011548934,-0.051328597
cartesy01w,2013,Sydney Carter,CON,G,15,259,15,259,7.1,0.451,0.383,0.317,0.333,2.1,4.8,17.2,1.4,1.1,26.7,16.1,81,104,0,-0.3,0.1,-0.2,-0.036,2013_CON,9.2,6825,-0.479343284,8.106915423,-0.437862125,-0.318931063,-0.049255763
cartesy01w,2014,Sydney Carter,IND,G,23,287,23,287,4,0.39,0.313,0.3,0.388,2.5,4.6,18.1,1.5,0.9,26.1,20.4,74,105,0,-0.8,0.2,-0.7,-0.096,2014_IND,16.8,6899,-0.973800995,11.86359204,-0.768445279,-0.73422264,-0.102330681
cartesy01w,2015,Sydney Carter,ATL,G,26,295,26,295,4,0.316,0.243,0.417,0.278,2,4.7,15.8,1.6,0.6,15.7,14,77,106,0,-0.5,0,-0.4,-0.057,2015_ATL,14.7,6851,-1.000945274,11.65904478,-0.870003544,-0.635001772,-0.086101935
cashsw01w,2002,Swin Cash,DET,F,32,1079,32,1079,19.4,0.523,0.426,0.178,0.643,8.9,12.9,17.3,1.9,2.4,18.1,24.1,102,98,0,2.5,1.4,3.9,0.144,2002_DET,9.2,6450,4.605880597,6.797661692,5.007760137,4.453880069,0.165111402
cashsw01w,2003,Swin Cash,DET,F,33,1097,33,1097,20.8,0.523,0.467,0.093,0.498,7.8,10.6,22.8,2.1,1.7,17.1,26.5,103,95,0,3,1.9,4.9,0.179,2003_DET,23.9,6900,5.44679602,17.74935323,6.424659716,5.662329858,0.206465993
cashsw01w,2004,Swin Cash,DET,F,32,1105,32,1105,24,0.548,0.479,0.06,0.57,8.6,11.6,25.7,2.2,2.3,14.4,23.5,111,97,0,4.6,1.4,5.9,0.215,2004_DET,15.5,6850,7.245721393,14.20079602,7.455301013,6.677650507,0.241724905
cashsw01w,2005,Swin Cash,DET,F,21,458,21,458,10.2,0.425,0.389,0.079,0.254,11,11.9,19,1.5,1.2,25.1,19,83,95,0,-0.5,0.7,0.2,0.017,2005_DET,14.7,6925,-0.141273632,7.577711443,0.329774478,0.264887239,0.023134257
cashsw01w,2006,Swin Cash,DET,F,34,991,34,991,12.8,0.464,0.385,0.04,0.443,7.4,9.8,19.5,1.1,0.9,18.6,21.2,95,96,0,0.7,1.6,2.4,0.096,2006_DET,23.4,6827,0.976208955,12.37893532,2.576014887,2.488007443,0.100424115
cashsw01w,2007,Swin Cash,DET,F,31,959,31,959,13,0.477,0.41,0.01,0.394,6.7,11.3,14.2,1,1.1,18.4,19.9,95,96,0,0.7,1.5,2.2,0.092,2007_DET,23.9,6849,1.040109453,15.34110448,2.238529778,2.219264889,0.092565793
cashsw01w,2008,Swin Cash,SEA,F,31,927,31,927,14.6,0.484,0.391,0.027,0.539,6.1,10.9,11.6,1.2,2.9,16,21.4,97,96,0,0.9,1.5,2.4,0.104,2008_SEA,21.9,6799,1.743313433,15.47025871,2.619967379,2.509983689,0.108305661
cashsw01w,2009,Swin Cash,SEA,F,32,1094,32,1094,12.8,0.474,0.406,0.087,0.361,7.5,12.6,14.4,1.4,1.3,18.1,21.6,94,98,0,0.3,1.7,2,0.075,2009_SEA,21.2,7026,1.077671642,13.85496517,2.221347716,2.110673858,0.077172719
cashsw01w,2010,Swin Cash,SEA,F,34,1046,34,1046,14.5,0.544,0.482,0.232,0.378,7.8,11.9,11.5,1,1.4,18.5,22.9,104,100,0,1.7,1.6,3.3,0.128,2010_SEA,29.6,6899,1.915064677,19.59528358,3.431941524,3.365970762,0.128717811
cashsw01w,2011,Swin Cash,SEA,F,34,1128,34,1128,14.8,0.513,0.442,0.323,0.357,6.3,13.5,13.8,1.6,1.5,17.6,22.8,98,96,0,1.1,2.2,3.3,0.118,2011_SEA,20.4,6799,2.233552239,11.41428856,3.72434243,3.512171215,0.124545079
cashsw01w,2012,Swin Cash,CHI,F,34,1021,34,1021,11.7,0.465,0.414,0.332,0.286,6.7,12.1,13.7,1.8,1.5,19.6,21.2,91,99,0,-0.1,1.5,1.4,0.054,2012_CHI,17.8,6951,0.447004975,11.36262687,1.392560718,1.396280359,0.054702463
cashsw01w,2013,Swin Cash,CHI,F,34,961,34,961,13.2,0.5,0.445,0.222,0.264,5.2,11.3,13.2,1.7,1.5,16.8,17.7,99,96,0,1.1,1.6,2.7,0.112,2013_CHI,26.4,6827,1.137900498,20.9738607,1.901708886,2.300854443,0.095769176
cashsw01w,2014,Swin Cash,NYL,F,15,240,15,240,8.5,0.443,0.362,0.154,0.369,5.9,10.8,14.9,1.3,0.7,22.6,18.7,84,100,0,-0.3,0.3,0,0.002,2014_NYL,12.5,6872,-0.277014925,8.14440796,-0.124898789,-0.062449394,-0.010408232
cashsw01w,2014,Swin Cash,ATL,F,17,149,17,149,-1.4,0.262,0.233,0.209,0.349,1.5,6.1,11.9,2,1.6,20.8,18,57,98,0,-0.7,0.2,-0.5,-0.133,2014_ATL,20.4,6975,-0.905860697,14.34044776,-0.776416498,-0.638208249,-0.171331074
cashsw01w,2015,Swin Cash,NYL,F,34,592,34,592,8.4,0.466,0.404,0.241,0.39,4.6,8.2,13.3,0.8,0.4,18.3,15.6,93,98,0,0.1,0.8,0.9,0.063,2015_NYL,22.7,6850,-0.712756219,13.60054726,0.073649039,0.48682452,0.032893549
cashsw01w,2016,Swin Cash,NYL,F,31,604,31,604,9.3,0.438,0.382,0.05,0.373,7.2,9.8,11.3,1.9,1.9,18,16.6,90,102,0,-0.5,1,0.5,0.033,2016_NYL,18.9,6975,-0.456756219,13.17064677,0.039377022,0.269688511,0.017860166
cassija01w,2000,Jamie Cassidy,MIA,C,22,175,22,175,15.5,0.501,0.4,0.145,0.782,5.1,9,13.3,1.7,1.1,15,24.8,99,96,0,0.3,0.3,0.6,0.132,2000_MIA,8.3,6475,0.407462687,0.616119403,0.615135135,0.607567568,0.138872587
castriz01w,2002,Iziane Castro Marques,MIA,F-G,19,182,19,182,6.3,0.398,0.34,0.236,0.347,5,6.6,8.3,2.3,0,17.8,28.5,76,101,0,-0.6,0.1,-0.4,-0.093,2002_MIA,13.9,6475,-0.409273632,11.48477612,-0.341386258,-0.370693129,-0.081471017
castriz01w,2003,Iziane Castro Marques,PHO,F-G,16,178,16,178,11.9,0.437,0.408,0.38,0.254,4,4.4,11.5,2,0.5,11.2,24.5,89,101,0,0,0.1,0.1,0.026,2003_PHO,9.4,6925,0.095641791,6.045970149,0.181853677,0.140926839,0.031668953
castriz01w,2005,Iziane Castro Marques,SEA,F-G,33,879,33,879,10.1,0.491,0.434,0.298,0.302,3.5,7.1,10,1.1,0.4,17.7,17.9,95,102,0,0.6,0.4,1,0.047,2005_SEA,20.5,6825,-0.314865672,17.46243781,0.076345634,0.538172817,0.024490231
castriz01w,2006,Iziane Castro Marques,SEA,F-G,34,657,34,657,13.7,0.559,0.534,0.335,0.304,3.2,6.8,12.6,1.8,0.2,18.2,18.5,103,102,0,1.2,0.5,1.6,0.099,2006_SEA,21.1,6803,0.941373134,16.99972139,1.337357707,1.468678853,0.089417282
castriz01w,2007,Iziane Castro Marques,SEA,F-G,34,963,34,963,17.4,0.558,0.511,0.471,0.305,2.4,6,17.6,1.9,0.3,14.6,20.4,110,104,0,3,0.3,3.4,0.14,2007_SEA,21.1,6827,3.152507463,20.69659701,3.209410506,3.304705253,0.137267093
castriz01w,2008,Iziane Castro Marques,ATL,F-G,29,671,29,671,11.2,0.451,0.406,0.346,0.217,1.7,5.6,15.1,2,0.7,16.1,22.8,87,108,0,-0.4,-0.2,-0.6,-0.034,2008_ATL,3.7,6826,0.126855721,7.094119403,-0.206788304,-0.403394152,-0.024047341
castriz01w,2009,Iziane Castro Marques,ATL,F-G,34,915,34,915,14.6,0.503,0.469,0.319,0.204,2.5,4.7,12.6,1.9,0.2,14.6,25.8,98,102,0,1.1,0.8,1.8,0.08,2009_ATL,19.7,6950,1.720746269,15.95830846,2.213357457,2.006678729,0.08772366
castriz01w,2010,Iziane Castro Marques,ATL,F-G,34,984,34,984,13.9,0.518,0.49,0.315,0.272,1.5,3.3,15.9,1.4,0.2,14.6,26.7,99,104,0,0.9,0.9,1.8,0.075,2010_ATL,19.9,6850,1.507820896,13.89955224,2.369783026,2.084891513,0.084751688
castriz01w,2011,Iziane Castro Marques,ATL,F-G,34,672,34,672,7.9,0.423,0.391,0.291,0.258,2.5,4.9,13.2,1,0.5,15,22.3,85,105,0,-0.8,0.4,-0.4,-0.025,2011_ATL,18.9,6875,-0.976238806,16.53666667,-0.745233715,-0.572616858,-0.034084337
castriz01w,2012,Iziane Castro Marques,WAS,F-G,11,132,11,132,1.8,0.303,0.274,0.113,0.132,3.7,5.7,11.2,1.2,0,12.5,22.3,68,110,0,-0.5,0,-0.6,-0.168,2012_WAS,4.4,6826,-0.592358209,6.064069652,-0.624537698,-0.612268849,-0.185536015
castriz01w,2013,Iziane Castro Marques,CON,F-G,28,441,28,441,9.7,0.448,0.397,0.279,0.309,3.2,6,11.9,1.5,0.7,16.5,22.7,86,103,0,-0.3,0.2,-0.1,-0.011,2013_CON,9.2,6825,-0.245731343,8.106915423,-0.175101263,-0.137550631,-0.012476248
catchta01w,2002,Tamika Catchings,IND,F,32,1167,32,1167,30.9,0.572,0.507,0.438,0.42,10.4,16.1,24.6,4.9,3.5,13.6,26.3,117,91,0,6.5,2.7,9.2,0.315,2002_IND,15.7,6425,11.65838806,14.68726368,11.84233565,10.52116783,0.360622719
catchta01w,2003,Tamika Catchings,IND,F,34,1210,34,1210,28.1,0.566,0.504,0.373,0.357,9.2,15.7,22,3.6,2.7,14.7,28.9,112,95,0,6.1,2,8,0.265,2003_IND,18.5,6875,10.40238806,17.88900498,10.50992318,9.254961592,0.305949144
catchta01w,2004,Tamika Catchings,IND,F,34,1149,34,1149,26.3,0.52,0.444,0.357,0.38,8.7,14.4,23.8,3.5,3,12.4,27,111,94,0,5.1,2.1,7.2,0.25,2004_IND,16.3,6850,8.849014925,14.05303483,9.225914631,8.212957316,0.285916704
catchta01w,2005,Tamika Catchings,IND,F,34,1174,34,1174,25.1,0.506,0.426,0.3,0.471,7.7,15.6,28.2,4.7,1.3,15.5,25.6,105,87,0,3.7,3.4,7.1,0.241,2005_IND,20.3,6925,8.340656716,14.57691542,9.31089517,8.205447585,0.27957232
catchta01w,2006,Tamika Catchings,IND,F,32,1072,32,1072,26.1,0.534,0.447,0.269,0.513,7.8,14.2,22.8,4.7,2.8,13.9,24.4,110,85,0,4,3.7,7.7,0.287,2006_IND,23.3,6851,8.149333333,14.07138308,9.593367392,8.646683696,0.322637451
catchta01w,2007,Tamika Catchings,IND,F,21,678,21,678,29.4,0.548,0.461,0.286,0.514,9.6,16.5,28.9,5.1,2.6,16.3,25.4,111,81,0,2.9,2.6,5.5,0.325,2007_IND,22.7,6874,6.267283582,13.57622886,7.167184198,6.333592099,0.373663251
catchta01w,2008,Tamika Catchings,IND,F,25,694,25,694,23.1,0.538,0.465,0.341,0.446,8.1,13.7,24.7,3.8,1.3,16.5,24.2,107,90,0,2.2,1.8,4,0.23,2008_IND,19,6952,4.239960199,11.93943284,4.944798175,4.472399088,0.257775164
catchta01w,2009,Tamika Catchings,IND,F,34,1084,34,1084,23,0.526,0.435,0.3,0.445,9.2,13.7,19.8,4.8,1.4,15.3,23.9,107,89,0,3,3.1,6.1,0.225,2009_IND,23,6925,6.568716418,15.11089552,7.803631834,6.951815917,0.256524573
catchta01w,2010,Tamika Catchings,IND,F,34,1068,34,1068,27.2,0.607,0.539,0.245,0.432,6.6,14,25.8,3.8,2.4,15.4,25.7,117,91,0,4.8,3.1,7.9,0.296,2010_IND,23.4,6875,8.703402985,15.25004975,9.969460711,8.934730355,0.334634096
catchta01w,2011,Tamika Catchings,IND,F,33,1040,33,1040,24.6,0.561,0.479,0.24,0.422,7.7,13.9,21.1,3.4,2.4,13.8,23.7,114,94,0,4.1,2.3,6.5,0.248,2011_IND,23.8,6824,7.129950249,18.95538308,7.868285769,7.184142885,0.276313188
catchta01w,2012,Tamika Catchings,IND,F,34,1036,34,1036,27.3,0.552,0.486,0.285,0.35,7.1,15.1,21.3,3.6,2.4,9.9,26.3,116,91,0,5,2.8,7.8,0.301,2012_IND,26.9,6850,8.494169154,20.04791045,9.53048518,8.66524259,0.334565351
catchta01w,2013,Tamika Catchings,IND,F,30,942,30,942,27.3,0.508,0.436,0.248,0.35,5.5,13.9,17.1,5,2.8,8.9,28.5,108,88,0,3.5,2.7,6.2,0.262,2013_IND,19.1,6876,7.723462687,13.90834826,8.434709915,7.317354957,0.310715709
catchta01w,2014,Tamika Catchings,IND,F,16,430,16,430,25.8,0.543,0.48,0.188,0.401,5.9,15,15.6,3.4,2.5,12.2,29.1,108,95,0,1.4,0.9,2.3,0.216,2014_IND,16.8,6899,3.204676617,11.86359204,3.512352428,2.906176214,0.270341973
catchta01w,2015,Tamika Catchings,IND,F,30,799,30,799,22.9,0.503,0.41,0.187,0.44,7.6,16.5,15.9,3.6,2.5,11.4,25,106,92,0,2.4,1.9,4.2,0.212,2015_IND,20.3,6852,4.801950249,14.63341294,5.462721274,4.831360637,0.24187037
catchta01w,2016,Tamika Catchings,IND,F,34,844,34,844,21.7,0.554,0.485,0.297,0.365,6,12.5,14.2,3.8,1,9.7,23.3,113,100,0,2.5,1.5,4,0.191,2016_IND,16.9,6849,4.568517413,13.33702488,5.007581657,4.503790828,0.213449802
caufila01w,2002,LaNeishea Caufield,UTA,G,8,65,8,65,8.6,0.598,0.567,0.6,0.133,6,4.8,2.7,5.9,0,33.5,16.9,84,96,0,0,0.1,0,0.029,2002_UTA,18.6,6450,-0.071791045,17.28338308,-0.058522812,-0.029261406,-0.018007019
cazorma01w,2019,Maite Cazorla,ATL,G,31,477,31,477,6.4,0.444,0.382,0.591,0.258,0.4,2.3,17.8,1.9,0.2,21.9,12.3,85,106,0,-0.4,0.2,-0.2,-0.014,2019_ATL,5.8,6825,-1.048925373,4.36358209,-0.948533968,-0.574266984,-0.04815656
cebriel01w,1998,Elisabeth Cebrian,NYL,C,22,187,22,187,3.7,0.462,0.429,0,0.4,8.3,9.5,7.8,0.3,3.3,32.7,15.4,74,96,0,-0.3,0.2,-0.1,-0.027,1998_NYL,19.2,6050,-0.66240796,13.10253731,-0.473940932,-0.286970466,-0.061384057
chacoke01w,1998,Keri Chaconas,WAS,G,30,397,30,397,6.7,0.443,0.399,0.709,0.223,2,3.6,19.7,1.7,0,23.5,23.7,80,108,0,-0.5,-0.4,-0.9,-0.092,1998_WAS,-4.5,6025,-0.813751244,0.261542289,-1.127499341,-1.013749671,-0.102141025
chambco01w,2007,Cori Chambers,CON,G,1,1,1,1,-111.9,0,0,0,0,0,0,0,0,0,100,88.3,0,107,0,-0.1,0,-0.1,-2.948,2007_CON,20.9,6924,-0.061054726,17.92826866,-0.060625534,-0.080312767,-3.21251067
chanequ01w,2008,Quianna Chaney,CHI,G,28,241,28,241,8.1,0.385,0.349,0.602,0.145,2,7,17.8,3.4,1,20.7,21.4,76,97,0,-0.6,0.3,-0.2,-0.039,2008_CHI,16.1,6875,-0.326129353,15.01572139,-0.28812046,-0.24406023,-0.040507922
chapmji01w,2002,Jill Chapman-Daily,DET,C,19,119,19,119,4.6,0.388,0.37,0.037,0.111,11.6,13.7,0,1.4,1.4,22,14.3,75,99,0,-0.2,0.1,-0.1,-0.028,2002_DET,9.2,6450,-0.368248756,6.797661692,-0.323926546,-0.211963273,-0.071248159
charlda01w,1997,Daedra Charles,LAS,F-C,28,282,28,282,9.6,0.435,0.403,0.015,0.224,7.3,10.3,7.1,1.8,2.8,16,13.8,89,92,0,0.1,0.4,0.5,0.071,1997_LAS,16.2,5725,-0.171164179,13.87905473,-0.056839888,0.221580056,0.031429795
charlka01w,2020,Kaila Charles,CON,G-F,21,376,21,376,10.6,0.511,0.469,0.309,0.32,6.9,8.4,8,2.2,1.7,14.7,15.1,102,103,0,0.2,0.6,0.8,0.085,2020_CON,11.3,4426,-0.041154229,7.940636816,0.24423225,0.522116125,0.055544269
charlka01w,2021,Kaila Charles,CON,G-F,30,488,30,488,9.5,0.449,0.406,0.248,0.18,8.7,10.9,10.9,1.6,2.2,15.3,16,97,96,0,0.2,1.1,1.3,0.106,2021_CON,28.6,6450,-0.320477612,17.31781095,0.533120568,0.916560284,0.075127892
charlka01w,2022,Kaila Charles,ATL,G-F,1,2,1,2,-9.9,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0.009,2022_ATL,13.1,7251,-0.020616915,7.656208955,-0.019115387,-0.009557694,-0.191153871
charlka01w,2023,Kaila Charles,SEA,G-F,4,41,4,41,-1.2,0.25,0.25,0.167,0,8.2,6.9,3.9,1.2,0,0,13,72,111,0,-0.1,0,-0.1,-0.083,2023_SEA,10.8,8025,-0.24518408,9.502039801,-0.238552756,-0.169276378,-0.165147686
charlti01w,2010,Tina Charles,CON,C,34,1054,34,1054,23.2,0.539,0.487,0.002,0.359,13.8,21.3,9,1.2,4.2,12.7,23.3,109,96,0,2.8,2.4,5.2,0.197,2010_CON,19.2,6900,6.491800995,14.44751244,7.217760689,6.208880345,0.235631133
charlti01w,2011,Tina Charles,CON,C,34,1136,34,1136,22.3,0.498,0.468,0.006,0.247,12.4,18.6,11,1.2,4.1,11.1,26.5,102,94,0,2.4,2.6,4.9,0.173,2011_CON,21.8,6928,6.488199005,16.24006965,7.399873496,6.149936748,0.216547069
charlti01w,2012,Tina Charles,CON,C,33,1096,33,1096,23.3,0.538,0.5,0.01,0.232,12.9,18.3,10.3,0.8,3.4,11.8,25.1,109,97,0,3.5,1.9,5.5,0.2,2012_CON,22.5,6900,6.805014925,17.46174129,7.605294859,6.55264743,0.239147716
charlti01w,2013,Tina Charles,CON,C,29,951,29,951,19.9,0.438,0.4,0.006,0.207,11.3,17.3,9.7,1.5,2.1,9.7,30.8,92,97,0,0.4,1.4,1.8,0.074,2013_CON,9.2,6825,4.296059701,8.106915423,4.448370827,3.124185414,0.131406327
charlti01w,2014,Tina Charles,NYL,C,34,1119,34,1119,22.3,0.509,0.462,0,0.307,9.3,16.8,14,2.1,2.1,11.7,27,102,95,0,2.2,2.3,4.4,0.159,2014_NYL,12.5,6872,6.391104478,8.14440796,7.100345964,5.750172982,0.205546845
charlti01w,2015,Tina Charles,NYL,C,34,1053,34,1053,20.9,0.493,0.459,0.009,0.245,8.1,16.1,17.3,1.2,1.9,12.2,29.1,99,93,0,1.8,2.4,4.2,0.158,2015_NYL,22.7,6850,5.280716418,13.60054726,6.679508204,5.439754102,0.206638332
charlti01w,2016,Tina Charles,NYL,C,32,1077,32,1077,23.8,0.499,0.453,0.079,0.248,7.9,16.6,23.4,1.3,1.9,8.4,30.7,107,99,0,2.7,2.1,4.7,0.176,2016_NYL,18.9,6975,6.954955224,13.17064677,7.839616648,6.269808324,0.232861962
charlti01w,2017,Tina Charles,NYL,C,34,1095,34,1095,21.9,0.508,0.462,0.116,0.258,7.2,16.5,16.2,1.3,1.8,10.8,29.9,105,97,0,2.3,2.4,4.7,0.172,2017_NYL,22.1,6825,6.036119403,13.50124378,7.415700071,6.057850036,0.221291325
